Year	Rating	Conference	Title	Author Names
1993	7.868013859	Fantasy	Army of Darkness 	Bruce Campbell; Embeth Davidtz; Marcus Gilbert; Ian Abercrombie; Richard Grove; Timothy Patrick Quill; Michael Earl Reid; Bridget Fonda; Patricia Tallman; Ted Raimi 
1937	7.14774704	Fantasy	Snow White and the Seven Dwarfs 	Adriana Caselotti; Eddie Collins; Pinto Colvig; Marion Darlington; Billy Gilbert; Otis Harlan; Roy Atwell; Scotty Mattraw; Moroni Olsen; Harry Stockwell 
2012	7.525434017	Action	The Dark Knight Rises 	Christian Bale; Michael Caine; Gary Oldman; Anne Hathaway; Tom Hardy; Morgan Freeman; Marion Cotillard; Joseph Gordon-Levitt; Juno Temple; Nestor Carbonell 
2004	7.455394745	Drama	Million Dollar Baby 	Clint Eastwood; Hilary Swank; Morgan Freeman; Jay Baruchel; Anthony Mackie; Margo Martindale; Riki Lindhome; Michael Pe\u00f1a 
1991	7.730858326	Action	Terminator 2: Judgment Day 	Arnold Schwarzenegger; Linda Hamilton; Edward Furlong; Robert Patrick; Earl Boen; Joe Morton; S. Epatha Merkerson; Castulo Guerra; Danny Cooksey; Jenette Goldstein 
1987	7.467521191	Drama	The Untouchables 	Kevin Costner; Sean Connery; Robert De Niro; Andy Garcia; Charles Martin Smith; Richard Bradford; Brad Sullivan; Billy Drago; Patricia Clarkson; Steven Goldstein 
1983	7.707399368	Action	Star Wars: Episode VI - Return of the Jedi 	Mark Hamill; Harrison Ford; Carrie Fisher; Billy Dee Williams; Anthony Daniels; Peter Mayhew; James Earl Jones; Frank Oz; Ian McDiarmid; Sebastian Shaw 
2006	7.849131107	Action	300	Gerard Butler; Lena Headey; David Wenham; Dominic West; Michael Fassbender; Vincent Regan; Rodrigo Santoro; Andrew Tiernan; Andrew Pleavin; Tom Wisdom 
1987	7.852258205	Drama	Dirty Dancing 	Jennifer Grey; Patrick Swayze; Jerry Orbach; Jack Weston; Kelly Bishop; Lonny Price; Wayne Knight; Garry Goodrow 
1992	7.705840111	Horror	Reservoir Dogs 	Tim Roth; Michael Madsen; Chris Penn; Steve Buscemi; Lawrence Tierney; Randy Brooks; Quentin Tarantino; Harvey Keitel; Kirk Baltz 
2004	7.060489655	Drama	Before Sunset 	Julie Delpy; Ethan Hawke; Vernon Dobtcheff; Rodolphe Pauly; Albert Delpy 
1992	7.303221226	Action	El Mariachi 	Carlos Gallardo 
1999	7.521239281	Drama	American Beauty 	Kevin Spacey; Annette Bening; Thora Birch; Wes Bentley; Mena Suvari; Chris Cooper; Scott Bakula; Peter Gallagher; Allison Janney; Sam Robards 
2006	6.425182343	Action	Alatriste 	Viggo Mortensen; Elena Anaya; Unax Ugalde; Eduard Fern\u00e1ndez; Eduardo Noriega; Ariadna Gil; Juan Echanove; Javier C\u00e1mara; Antonio Dechent; Blanca Portillo 
2005	7.470255852	Fantasy	Corpse Bride 	Johnny Depp; Helena Bonham Carter; Emily Watson; Christopher Lee; Danny Elfman; Albert Finney; Richard E. Grant; Paul Whitehouse; Joanna Lumley; Michael Gough 
2008	6.7810359	Action	Indiana Jones and the Kingdom of the Crystal Skull 	Harrison Ford; Cate Blanchett; Shia LaBeouf; Ray Winstone; Karen Allen; John Hurt; Jim Broadbent; Andrew Divoff; Pasha D. Lychnikoff; Ernie Reyes Jr. 
2001	7.33662796	Drama	Bridget Jones's Diary 	Ren\u00e9e Zellweger; Colin Firth; Hugh Grant; Gemma Jones; Celia Imrie; James Faulkner; Jim Broadbent; Paul Brooke; Felicity Montagu; Shirley Henderson 
2004	7.062559128	Drama	Bridget Jones: The Edge of Reason 	Ren\u00e9e Zellweger; Gemma Jones; Jim Broadbent; James Faulkner; Colin Firth; Hugh Grant; Flaminia Cinque; Celia Imrie; Luis Soto; Shirley Henderson 
1995	7.401753902	Action	Desperado 	Antonio Banderas; Salma Hayek; Joaquim de Almeida; Cheech Marin; Steve Buscemi; Carlos Andr\u00e9s G\u00f3mez; Quentin Tarantino; Tito Larriva; Angel Aviles; Danny Trejo 
2001	6.712266922	Drama	Artificial Intelligence: AI 	Haley Joel Osment; Frances O'Connor; Sam Robards; Jake Thomas; Jude Law; William Hurt; Robin Williams; Ben Kingsley; Meryl Streep; Chris Rock 
1999	7.826157093	Action	Fight Club 	Edward Norton; Brad Pitt; Helena Bonham Carter; Meat Loaf; Zach Grenier; Richmond Arquette; David Andrews; Holt McCallany; Eion Bailey; Jared Leto 
1965	7.546365738	Action	Per qualche dollaro in pi\u00f9 	Clint Eastwood; Lee Van Cleef; Gian Maria Volont\u00e9; Klaus Kinski; Luigi Pistilli; Joseph Egger; Benito Stefanelli; Tom\u00e1s Blanco; Mario Brega; Aldo Sambrell 
1980	7.799937725	Action	Star Wars: Episode V - The Empire Strikes Back 	Mark Hamill; Harrison Ford; Carrie Fisher; David Prowse; Billy Dee Williams; Anthony Daniels; Peter Mayhew; James Earl Jones; Kenny Baker; Frank Oz 
1994	7.293097496	Action	The Mask 	Jim Carrey; Cameron Diaz; Nancy Fish; Tim Bagley; Johnny Williams; Peter Riegert; Peter Greene; Amy Yasbeck; Richard Jeni; Orestes Matacena 
1985	7.887237549	Comedy	The Goonies 	Sean Astin; Josh Brolin; Jeff Cohen; Corey Feldman; Robert Davi; Kerri Green; Jonathan Ke Quan; Joe Pantoliano; Anne Ramsey; Martha Plimpton 
2001	7.898838997	Drama	Moulin Rouge! 	Nicole Kidman; Ewan McGregor; Richard Roxburgh; Jim Broadbent; John Leguizamo; David Wenham; Kylie Minogue; Ozzy Osbourne; Kerry Walker 
1995	7.200437546	Drama	The Net 	Sandra Bullock; Dennis Miller; Wendy Gazelle; Ken Howard; Diane Baker; Ray McKinnon; L. Scott Caldwell; Gene Kirkwood; Christopher Darga; Tannis Benedict 
2003	7.521750927	Comedy	Fanfan la tulipe 	Penelope Cruz; Vincent Perez; Didier Bourdon; Michel Muller; H\u00e9l\u00e8ne de Fougerolles; G\u00e9rald Laroche 
1975	7.852278709	Fantasy	Monty Python and the Holy Grail 	Graham Chapman; John Cleese; Eric Idle; Michael Palin; Terry Gilliam; Terry Jones; Connie Booth; Carol Cleveland; Neil Innes; Sally Kinghorn 
