source	time	person	location	organization	miscellaneous
esquire	2013-11-14T15:54:00	mayor ford|ransom|isaac ransom|chris so|rob ford|ford	toronto	getty images|toronto star	spring break
esquire	2013-11-14T14:45:00	scott brown|warren|ronald reagan	iowa|bettendorf|cape ann|massachusetts	affordable care act	herald|financial reform|u.s. senate
esquire	2013-11-14T10:30:00	jesus	warren	spirit of god|new testament|catholic church|gospel of st luke	christians|argentinian
esquire	2013-11-14T09:05:00	richard cohen|marc thiessen|walker|scott walker	wisconsin|cape canaveral|macy	koch industries|fox news|the washington post	oconomowoc
esquire	2013-11-13T16:15:00	reince priebus|eric cantor|kevin mccarthy	north america	getty images they	senate-passed|house republican|mason
esquire	2013-11-13T12:30:00	gene|glenn beck|mark levin|jerome corsi|christopher stevens|davies|gene lyons|frederick m. brown	benghazi	threshold editions|cbs|minutes|lara|getty images old|super counterterrorist guy|simon & schuster	british
esquire	2013-11-12T16:45:00	paul|jim watson|christie|rand paul	new england	dunkin donuts|kentucky republican|getty images senator aqua buddha|fda|food and drug administration|senator aqua buddha|krispy kreme|starbucks	obamofascist
esquire	2013-11-12T16:00:00	cushing|port arthur	alberta|oklahoma|texas|okla.	gulf coast|keystone xl|public citizen	gulf
esquire	2013-11-12T14:45:00	jake tapper|chris christie	new jersey	happy snowflake jeebus|new york magazine	northwoods
esquire	2013-11-12T10:00:00	douglas dasher	haines|north pacific|alaska	university of alaska fairbanks|c & l|getty images the	cold war|fukushima
esquire	2013-11-11T16:30:00	dad	okinawa|atlantic	optional musical accompaniment to this post	world war ii
esquire	2013-11-11T14:27:00	scarborough|william b. plowman|joe scarborough|michael beschloss|joe|bill kristol|doris !|tom brokaw|ronald reagan	vietnam war	nbc|gop|getty images as|msnbc	man who invented world war ii
esquire	2013-11-11T12:06:00	chris jones|patria mori|mark wilson|brian mockenhaupt|veterans day|hampton sides|robert bateman	iraq	getty images have|things that carried him	boys of war|world war ii
esquire	2013-11-11T11:37:00	paul j. richards|cokes|macarthur hall	west point|iraq	pentagon|getty images	english|academy
esquire	2013-11-11T10:36:00	oli scarff	england|tewkesbury|river severn|cotswolds	main house|gloucestershire|getty images|nato	british
esquire	2013-11-08T16:45:00	grantland|c.f. hernandez|phillips|bill belichick|incognito|richie incognito-jonathan martin|enola gay|bryan phillips|pop warner|peter king|martin|roger goodell|dave zirin|goodell|aaron|jason whitlock	new england|miami	league of denial|overcompensation brigade|permanent musical accompaniment for the last post of the week from the blog|rule of st. benedict	deadspinners|canadian
esquire	2013-11-08T13:15:00	joe raedle|simmons|leon simmons	east charleston	supplemental nutrition assistance program|getty images	union|food stamps act
esquire	2013-11-08T12:30:00	alex wong|carter administration|benjamin netanyahu|john kerry	tehran|iran|qom	getty images it	iranian
esquire	2013-11-07T12:30:00	springsteen|but wild|bob dylan|bruce springsteen|david sancious|steve cropper|vini lopez|innocent etc.	jersey|new york city|nebraska|new jersey	e street channel|edge of town	entwistle|prove it all night|soul man
esquire	2013-11-06T14:55:00	walsh|peter mclinden|martin walsh|john connolly|connolly	ohio|boston|cincinnati	regional director|optional musical accompaniment to this post|issue|afscme ohio council	republicanism|rhee-ite
esquire	2013-11-06T11:40:00	omar|richard lautens|rob ford|walter white	toronto	getty images previously|fords|breaking bad	wire
esquire	2013-11-05T13:15:00	bloody lane|andy jackson|john c. calhoun|jefferson	texas|antietam national battlefield park|madison	the cooch|crazy uncle liberty|sunken road	post-civil war
esquire	2013-11-05T08:31:00	judge david deininger|deininger|rebecca kleefisch|jim doyle|lamar parmentel|walker|tom evenson|scott walker	wisconsin	koch industries|government accountability board|the associated press	big easy|legislature
esquire	2013-11-05T01:45:00	james madison	western|atlantic	federalist	union
esquire	2013-11-04T11:45:00	chris matthews|ted cruz|william j. federer|jim demint|tim scott|tom williams|cruz|jesus|governor pufferfish	columbia|south carolina	south carolina renewal project|u.s. senate|texas republican	sands
esquire	2013-11-01T18:30:00	ted cruz|john leboutillier	century boulevard|long island	tsa|permanent musical Î¾ accompaniment Î¾ for the last post of the week from the blog|fiddler on the roof|los angeles	canadian
esquire	2013-11-01T13:15:00	cindy adams|game change|elizabeth edwards|joe biden|bill daley	lax|florida	great game of twister|cnn	gore|tv
esquire	2013-10-31T15:30:00	bill blair|rob ford|alexander sandro lisi|ford|blair|dale brazao	north america|toronto	getty images it|toronto star	mayor rob
esquire	2013-10-30T15:50:00	scott|chait|jon chait	copenhagen|alberta|texas|india|china	keystone xl|lg & m.	keystone|epa
esquire	2013-10-30T11:15:00	pio nono|father hallinan|savo brothers|oddo|diane savino|nicole malliotakis	papal states|staten island|atlanta|manresa	jesuits	catholic
esquire	2013-10-30T10:15:00	kelly ayotte|glenn beck|kerry|huckleberry j. butchmeup|john kerry	united states senate|south carolina	getty images there	u.s. senate
esquire	2013-10-29T15:10:00	robert scales|tom williams|major general	pentagon|russia|china	getty images #image|pme|retired|house armed services committee	professional military education
esquire	2013-10-29T10:45:00	liberty|robert sarvis|paul|mark wilson|jenny mccarthy|jerry falwell|cuccinelli|ken cuccinelli|aqua buddha|election day|rand paul	kentucky	liberty university|getty images remember|crazy uncle liberty|five minute rule|starbucks	christian
esquire	2013-10-25T17:40:00	mccarver|tim mccarver|tim|bob gibson	fenway|jose santiago	red sox|fox no.|permanent musical accompaniment to the last post of the week from the blog	series|world series|canadian
esquire	2013-10-25T15:45:00	harry reid|paul ryan|patty murray|murray|reid|bill clark	wisconsin	social security|nevada public radio	medicare
esquire	2013-10-25T12:10:00	marco rubio|kelsey|she wrote|marco|angela lansbury|rubio	murder|middle earth	transformative american political figure|photo illustration|flickr his|fox news sunday|young statesman	republican-controlled
esquire	2013-10-25T08:30:00	jennifer rubin|chuck hagel|hayden|scott j. ferrell|acela|tom matzzie|michael hayden|hagel|matzzie|john kerry	philadelphia	nsa|Î¾ moveon.org Î¾|optional musical accompaniment to this post|getty images|washington post Î¾|national security administration|tout	cia
esquire	2013-10-24T15:28:00	christian right|mark obenshain|cuccinelli|ken cuccinelli	bibles|virginia	crimes against nature|attorney general|virginia crimes against nature|permanent musical accompaniment for this post	virginians
esquire	2013-10-24T15:00:00	rosecrans|george h. thomas	chattanooga|lincoln|ohio	getty images historians|u.s. grant	american civil war
esquire	2013-10-24T13:00:00	leslie macmillan|leland grass	black mesa|ariz.	the west|bureau of land management|feds	navajo|mexican
esquire	2013-10-24T11:45:00	ted cruz|tailgunner ted|heidi nelson cruz|catherine frazier	texas|wall street	goldman sachs|getty images sweet|affordable care act|goldman	houston-based|times
esquire	2013-10-23T11:30:00	education votes|don|ken cuccinelli|brian coy|dean vernon wormer|coy	wavy|virginia	hampton roads tv|faber college|democratic party|norfolk state university|virginia democratic party|dpv	election day
esquire	2013-10-23T10:30:00	ana marie cox|leon neal|cox	washingtonienne	getty images #image	hill|wonkette
esquire	2013-10-23T09:13:00	peter baker|paul o'neill|augustus|george w. bush|donald rumsfeld|thomas friedman|baker	afghanistan|iraq	getty images|new york times|supreme court|avignon presidency	iraqis
esquire	2013-10-22T13:30:00	robert nickelsberg	hohenfels|mojave desert|california|germany	army|getty images when|us army|combat training center|national training center|never again	big five|inter-german|cold war|post-vietnam
esquire	2013-10-22T07:00:00	emperor palpatine|pope palin|franco origlia|benedict|paul begala|ted cruz|sarah barracuda|pope francis|pope benedict xvi|jesus|john mccain|mike lee|aaron sorkin|cardinal law	europe|south america|vatican|africa	getty images when|gop|catholic church	catholic
esquire	2013-10-22T07:00:00	luna|papa buono|john paul|john paul ii|saint peter|pope john xxiii|john xxiii|pope	apostolic palace|vatican|italy	pius xii|roman catholic church|getty images fifty|second vatican council	moon
esquire	2013-10-18T19:05:00	shelby county|glenn	florida|alabama|goblin valley|edmund pettus bridge	permanent musical accompaniment to the last post of the weekend from the blog	canadian
esquire	2013-10-15T09:30:00	brian kilmeade|kilmeade|carney|henry|chronic ward|jay carney|mandel ngan	lafayette park|texas|zontar	getty images please	central square
esquire	2013-10-14T12:45:00	paul ryan|senator huckleberry j. butchmeup|lindsey graham	wisconsin|south carolina	reign of morons|getty images the	capitol|social security
esquire	2013-10-14T12:20:00	ted cruz|mike lee|larry klayman|bill o'leary	alzheimer|saipan|okinawa|bulge|normandy	none dare call it treason|getty images my|the washington post|gi bill of rights	world war ii|northwoods
esquire	2013-10-11T14:16:00	paul ryan|boehner|willard romney|john a. boehner	wisconsin	no more mister nice blog|cbo|league of serious men|new york times|new deal	house republican|medicare
esquire	2013-10-10T15:00:00	collett|greg collett	idaho|buzzfeed|caldwell	greg	medicaid
esquire	2013-10-10T09:27:00	jackson|carmine hose|bishop jackson|oil can boyd|marianne d'alonzo|e.w. jackson	oakland|detroit	Î¾ baseball chapel|baseball chapel|boston red sox	bostonian
esquire	2013-10-09T16:30:00	weigel	nice	gallup|krazee kaucus|reign of the morons|democratic party|gop|republican party|house of representatives	republican-controlled
esquire	2013-10-09T15:15:00	mitt romney|paul ryan|william b. plowman|chuck todd	wisconsin	nbc|reign of the morons|getty images|wall street journal	beltway
esquire	2013-10-08T14:30:00	carl senior|peter koutoujian|katherine clark|ed markey|carl sciortino|dear jesus|john kerry	canada	commonwealth|citizens united|gulf coast|secretary of state|supreme court	keystone xl|brownsberger
esquire	2013-10-08T14:15:00	shaun mccutcheon|drew angerer|mitch mcconnell	mccutcheon	pac|citizens united|buckley v. valeo|getty images the supreme court	watergate-era
esquire	2013-10-08T10:15:00	scott|william wallace|bill clark|scott garrett	omaha beach|new jersey	getty images one|reign of the morons|capitol hill	higgins
esquire	2013-10-08T09:45:00	disembowler|noah|jesus christ|ricky carioti|lord jesus	patmos|babylon|bible	the communist manifesto|revelation of john|girl with the faraway eyes|the seventh sign|the fountainhead or atlas shrugged|das kapital|getty images the|the washington post|end times	bachmann|left behind
esquire	2013-10-07T13:45:00	governor batboy|ken detzner|scott|rick scott|vlad the impaler|detzner	florida|fort lauderdale|orlando|sarasota	secretary of state|herald / times	project integrity
esquire	2013-10-07T13:15:00	ira|marcus stephens	santa|boston	duckling parade|marcus	american life
esquire	2013-10-07T13:00:00	ted cruz|john boehner|harry reid|boehner	iraq	getty images we	capitol
esquire	2013-10-04T18:00:00	patron|jesus	ireland	vats|prayer of st. brigid|heavenly Î¾ host|permanent musical Î¾ accompaniment Î¾ to the last post of the week from the blog	canadian|motherland
esquire	2013-10-03T16:50:00	yoshihide suga|mayumi yoshida|masayuki ono	tokyo	tepco	Î¾ fukushima dai-ichi|japanese
esquire	2013-10-03T14:35:00	carl cameron|luke russert|tim griffin|pete williams|tulcy gabbard|mandel ngan|tim	hawaii	nbc|fox news|getty images apparently|u.s. capitol police|msnbc	capitol|mall
esquire	2013-10-03T13:30:00	thomas more|robert bolt|weinhardt|mark weinhardt|steve pope|sorenson|michelepac	iowa|colorado	bachmann|permanent musical accompaniment to this feature|getty images|michele fking bachmann|iowa senate|bachmann for president|iowa straw poll	iowa-based
esquire	2013-10-01T16:00:00	ryan ruppert|dick cheney|maher arar|ruppert	canada|metro toronto convention centre|vancouver	photo illustration|spectre live corp.|flickr / special	politics blog famous|canadian
esquire	2013-10-01T15:30:00	steve king|king	iowa	brokaw treacle enterprises	world war ii|greatest generation|world war ii memorial
esquire	2013-10-01T10:30:00	john boehner|alzheimer|mark pryor|drew angerer|kay hagan	gop|arkansas|north carolina	getty images this|Î¾ ohio republican	senate democrats
esquire	2013-10-01T07:30:00	erich warsitz	europe|d.c.|capitol hill|national mall	smithsonian museums|schoolhouse rock|heinkel|hill staffer	second world war
esquire	2013-09-30T15:15:00	ted cruz|sam brownback|mike|pompeo	kansas	getty images|oct.|affordable care act	snap|obamacare
esquire	2013-09-30T11:05:00	angus|angus king|elizabeth warren|canute award|king|collins|susan collins	communist canada|maine	third way|the deficit|Î¾ salon|the mustache of outrage	obamacare
esquire	2013-09-30T10:30:00	william b. plowman|bill|paul krugman|bob schieffer|john philip sousa	nice	and senator aqua buddha|kristol|the far left|nyt|very special episode|new york times|very special headline|our national dialogue|nbc|senior senator|getty images welcome|wrong|warren is now the hot ticket|the washington post sucks	far left|assyrian
esquire	2013-09-27T17:00:00	ole miss|donte moncrief|aaron hernandez|hernandez|kevin c. cox|mark richt	wisconsin|new england|georgia|alabama|ohio state|mississippi	bulldogs|getty images|breaking bad|permanent musical accompaniment to the last post of the week from the blog	canadian
esquire	2013-09-27T16:15:00	qin dahe|thomas stocker	saskatoon|earth	ipcc	swedish
esquire	2013-09-27T11:50:00	chuck hagel|bennet|gee|dana romanoff	pentagon|utah|colorado	optional musical accompaniment to this post|getty images|national guardsmen|engineer battalion|utah national guard|national guard|flight of the morons	guards
esquire	2013-09-26T15:45:00	bill o'brien|dylan byers|o'brien	new hampshire	fugitive slave act|affordable care act|prosperity	african americans
esquire	2013-09-26T13:30:00	evers|dave craig|mary lazich|robin vos|stephen nass|dick about|walker|tony evers|scott walker	wisconsin|berlin	koch industries|assembly|department of public instruction|department of administration	native|native americans|bend
esquire	2013-09-26T12:45:00	jonathan gruber|gruber	st. ronnie	commonwealth|mit	affordable care act
esquire	2013-09-25T16:30:00	ted cruz|byrne|dean young|bradley byrne|roy moore	alabama	crazy uncle liberty|alabama republican party|senator aqua buddha|supreme court|orange beach	first congressional district
esquire	2013-09-25T10:50:00	michael zullo|hussein obama|larry klayman	florida|hawaii	dude|obama white house|red lobster|ocala|ocala citizens grand jury|secret service|cold case posse	floridians
esquire	2013-09-25T10:45:00	ted cruz|cruz|claire mccaskill|smartest human|melina mara|lawrence o'donnell	world	green eggs and ham|the washington post|u.s. senate|getty images as	beltway|tailgunner
esquire	2013-09-24T16:00:00	ted cruz|lee|cruz|mike lee|drew angerer|mitch mcconnell|neville chamberlain	ottumwa|iowa|abbott|europe|utah|nazi germany|britain	getty images i|nazis|council bluffs|affordable care act|costello	germans|british
esquire	2013-09-24T14:15:00	lama parmentel|fred hiatt	new orleans	post|keystone xl|the washington post|affordable care act|social security	the big easy
esquire	2013-09-24T13:45:00	sumner|christopher furlong	christianity|australia|tennessee|henderson|sumner county	getty images one|hendersonville high school|american civil liberties union	bible
esquire	2013-09-24T12:35:00	burrow|nadine rupp|john lennon|michael jordan	iran|japan|doha|qatar|north|iraq|south korea|saudi arabia	trade union confederation|koran|getty images|guns 'n roses	nepalese|world cup|indians|marriott|indian|qatari|filipino|asian zone
esquire	2013-09-24T11:00:00	matt mcclain	new england|colorado	navy yard|getty images when|the washington post	boston marathon
esquire	2013-09-24T09:45:00	vince foster|chuck todd|chris hayes	benghazi	tiger beat on the potomac|affordable care act	mena
esquire	2013-09-23T17:05:00	oscar romero|bill deblasio|roberto d'aubisson	latin america|guatemala|vietnam|nicaragua|new york|soviet union|central america|el salvador|cuba	sandinistas|reagan|treasury department|new york times|reagan administration	marxist|catholic|nicaraguan|somoza
esquire	2013-09-23T13:25:00	dexter filkins|augustus|david frum|suleimani|qassam suleimani	iran|new delhi|thailand|syria|lagos|middle east	u.s. drug enforcement administration|zelig	new yorker|mexican|iranian|assad|saudi
esquire	2013-09-23T11:10:00	lenku|uhuru kenyatta|carl de souza|joseph ole lenku	somalia|kenya|nairobi	al shabaab|getty images the	israeli|western|kenyan|westgate
esquire	2013-09-23T10:25:00	karl rove|ted cruz|fox|good hope	norway	our national dialogue|sunday fox news|affordable care act|pequod	horn|obamacare
esquire	2013-09-20T17:45:00	yank|eric cantor	capitol hill|listowel	fantasy island|permanent musical accompaniment to the last post of the week from the blog	canadian
esquire	2013-09-20T17:10:00	jane|jane kleeb|johnson	texas|nebraska	keystone xl	canadian
esquire	2013-09-20T13:32:00	john boehner|pirate day|the proclaimer|king|ted|michele bachmann|louie gohmert|rosa parks|bachmann|ted yoho|speaker boehner|martin luther king|royal regent|lech walesa|yoho	florida|world|poland	muse of history|us house of representatives|crazy people|marvel comics	greatest legislative body|soviet|house republicans
esquire	2013-09-20T09:16:00	james mungovan|west	evergreen park|mount sinai hospital	new normal|little company of mary hospital|fire department	yards
esquire	2013-09-19T13:13:00	james|francis|john b. keane|antonio spadaro	ofla civilt’¾ cattolica	clan of the red beanie|the bodhran makers|blessed john xxiii|holy spirit|clan of the round collar	italian jesuit|gospel|jesuit|vatican
esquire	2013-09-19T12:38:00	desert storm	afghanistan|baghdad|iraq	improvised explosive device|getty images sound|death blossom	assassin 's gate|last starfighter ?|iraqi army
esquire	2013-09-19T09:00:00	jeanne shaheen|rubens|jim rubens	new hampshire	permanent musical accompaniment to this post	post-world war
esquire	2013-09-18T17:14:00	john boehner|karl rove|hillary clinton|jeffrey toobin|sharon keller|hecht|rove	texas	tea party|texas court|court of criminal appeals|texas supreme court	all-republican
esquire	2013-09-17T13:17:00	chuck hagel|jennifer rubin|jennifer|quoting doug|feith|jim watson|bill kristol|tommy franks|willard romney	syria	washington post|getty images it|defense department|doug feith|dumbest fucking guy on the planet	russia-syria
esquire	2013-09-17T10:10:00	aaron alexis	heartland|washington navy yard	nra|no more mister nice blog|people got no money|people got no jobs|public health	american progress
esquire	2013-09-16T14:30:00	jim inhofe|sinn fein|fianna fail|enda kenny	dublin	seanad Î¾|seanad|fine gael|u.s. senate|labour	republic|irish|atlantic|english
esquire	2013-09-16T13:01:00	paul j. richards	ireland|australia|kerry|atlantic	getty images well|teachable moments|abc news|associated press	navy|irish civil war
esquire	2013-09-16T12:20:00	william b. plowman|larry summerswise|john mccain|vladimir putin	damascus	our national dialogue|free syrian army|disco dave|nbc|united nations security council|getty images welcome|disco dance party	russians|syrians
esquire	2013-09-13T17:00:00	west wingers|lisa gerrard|rick wakeman|john b. keane|blind willie johnson|van cliburn|mary ellen lynch|kerry|tom brady	listowel	substitute permanent musical accompaniment to the last post of the week|new york jets|jets|new england patriots	listowel races|yiddish|jewish
esquire	2013-09-13T16:15:00	flynn|edward flynn|dick about|nik clark	milwaukee|connecticut|newtown|colorado|wisconsin carry	second amendment|milwaukee police	appleton
esquire	2013-09-13T11:50:00	sandy hook|zimmerman|george zimmerman|joe burbank-pool|steve bracknell	florida	getty images it|crimebuster george|chief bracknell	english
esquire	2013-09-13T11:45:00	john boehner|alex wong	mason|bedlam	the maitre|heritage foundation|optional musical accompaniment to this post|getty images	republic
esquire	2013-09-13T10:40:00	phu cat|nguyen van rinh	hanoi|vietnam|bien hoa	agent orange|vava|afp|vietnam association for victims of agent orange / dioxin|danang airbase	sen lake|vietnamese
esquire	2013-09-13T10:00:00	aref karimi|marie harf	afghanistan	state department|getty images	afghan
esquire	2013-09-12T14:35:00	max baucus|mary landrieu|randy thompson|john thune|mary l. landrieu	canada|hoeven|texas|nebraska|china	state department|keystone xl|north dakota republican	village|keystone
esquire	2013-09-12T11:45:00	pam bondi|bondi|brian bahr	florida|texas	attorney general|permanent musical accompaniment to this feature|getty images	original weaselspeak
esquire	2013-09-12T10:15:00	david brooks|vlad putin|maureen dowd|brooks|john mccain|maxim shemetov|vladimir putin|lord	libya|north africa|russia|missouri|mississippi river|mali|levant|syria|middle east	islamic state of iraq|state department|league of nations|security council|national review|substantive political columns|al nusra front|united nations|getty images say	arab|olympics|iranian|western|israeli-palestinian
esquire	2013-09-12T07:00:00	mckinnon|neil young|taylor mckinnon	alberta|canada|utah|green river formation|wyoming|colorado|hiroshima	u.s. bureau of land management|keystone xl|grand canyon trust	keystone
esquire	2013-09-11T17:05:00	john h. richardson	alberta|texas|hiroshima|fort mcmurray	first nations|keystone xl|musical accompaniment to this post|national farmers union	indians|canadian
esquire	2013-09-11T16:30:00	john|jacques cousteau|henry kissinger|ted baxter|laurie mylroie|john kerry	georgetown|chile|isw|syria	syrian emergency task force|institute for the study of war|Î¾ wall street journal|Î¾ journal	british
esquire	2013-09-11T16:15:00	phil|mountain dew|under roe|doctor phil|michael bloomberg|roe|pete marovich	wisconsin|women|south carolina	infants and children|wic|snap|even princess dumbass of the northwoods|affordable care act|big gulp|getty images see	russias
esquire	2013-09-11T10:45:00	martin bernetti|manuel guerrero|henry kissinger|manuel parada	chile|santiago nattino	Î¾ sopena|getty images|khalid sheikh muhammad	chilean
esquire	2013-09-10T16:50:00	ben cardin|tom williams|barbara boxer|assad|kerry|john kerry	russia|california|maryland|syria	united nations|u.s. senate	titanic|capitol
esquire	2013-09-09T16:36:00	grumpy grampa|hillary clinton|susan rice|condoleezza rice|huckleberry j. butchmeup|john kerry	syria	getty images debate|wolf|new america foundation|cnn	russians|brits
esquire	2013-09-09T14:30:00	assad|bashar|charles p. pierce|casey	d.c.|capitol|syria	rose parade	chinese
esquire	2013-09-09T12:40:00	michele bachmann|cruz|barton|mike huckabee|newt gingrich|david barton	texas|mary	tiger beat on the potomac|common core	christian
esquire	2013-09-09T09:25:00	kristol|bob|bob woodward|john mccain|bill kristol|bob schieffer	copland|afghanistan|assad|syria|iraq|middle east	our national dialogue|jawbone of an ass variations|fanfare for the common mandible|sorrowful mysteries	hittite
esquire	2013-09-06T18:06:00	margaret carlson|assad	munich	bad historical analogy theater|permanent musical accompaniment to the last post of the week by the blog	world war ii|canadian
esquire	2013-09-06T11:35:00	senator huckleberry j. butchmeup|graham|huckleberry|jewel samad	vietnam|south cackalacky|calhoun|iraq|syria	getty images again|tiger beat on the potomac|south	world war ii|world war|nazis
esquire	2013-09-06T11:20:00	kris connor|bob macfarlane|fred hiatt|ahmad chalabi|gerson|michael gerson	iran|syria|middle east	free syrian army|optional video accompaniment to this post|new york mets|getty images|the washington post|why do they laugh at my mighty sword	republic|christian|bible
esquire	2013-09-06T10:45:00	edward|glenn greenwald|edward snowden	web	international man of luggage|national security agency	intertoobz|n.s.a.
esquire	2013-09-06T09:00:00	revolt|de agostini	queen anne|england|new england|concord|evesham|united kingdom	second baron|dea picture library|war of spanish succession|getty images my	british|seven years war|indian war|french|english
esquire	2013-09-06T07:00:00	hopewell mounds|john lewis|fort necessity	missouri|ohio|selma|pennsylvania|alabama|st. louis|kansas|edmund pettus bridge|gettysburg	national historic sites|brown chapel ame church|tall grass prairie preserve|montgomery national historic trail|getty images this|indian war|westward expansion	indians|french
esquire	2013-09-05T11:12:00	insurance|hudgens|ralph|michael bloomfield|commissioner ralph|ralph hudgens	floyd county|georgia|mississippi	permanent musical accompaniment to this post|floyd medical center|groom	still waiting at the altar|obamacare
esquire	2013-09-05T10:00:00	melanie stetson freeman|sam stein|rigsby	ottoman empire|iran|north korea|arianna|syria	great boom boom|getty images|the christian science monitor	adamses
esquire	2013-09-05T09:30:00	walker|scott walker	wisconsin|arizona|madison	great circle of capitalist grifting|koch industries	capitol|florida-based
esquire	2013-09-04T17:30:00	gabe|mark baird|john mccain|happy camp|scott valley|gabe garrison|baird	califor-ni-yay|northern california|nuremberg|southern oregon	agenda|siskiyou county|board of supervisors|diet of worms|scott valley protect our water|supremacy clause|siskiyou water user 's association	wonkette
esquire	2013-09-04T17:15:00	jeff duncan|dear jesus|james rosen|furious|duncan|john kerry	benghazi|syria|south carolina	ap|fast and furious|fast	palmetto|ent
esquire	2013-09-04T16:50:00	bob corker|john mccain|assad|bob menendez|barack obama	tennessee|syria|new jersey	cranky of arabia|free syrian army|senator angry grampy|arizona republican|great big boom boom	syrians
esquire	2013-09-04T10:04:00	miley cyrus	libya|afghanistan|kosovo|bosnia|iraq|syria	hagel|supporting the troops|secretaries kerry	beltway
esquire	2013-09-04T09:15:00	olshansky|potts|crystal|jay olshansky|monica potts|rick santorum	chicago	university of illinois|health affairs Î¾	american prospect
esquire	2013-09-04T07:57:00	john mccain|kerry|brendan smialowski|john kerry	laos|hanoi|lowell|syria	senate foreign relations committee|getty images	laotians|syrians|vietnamese|laotian
esquire	2013-09-03T16:15:00	bob corker|martin dempsey|loyal opposition	syria	vested opposition	vetted moderate opposition|moderate opposition
esquire	2013-09-03T14:45:00	john mccain|sunni|sunni islamist	baghdad|iraq|syria|shi'ite|talbiya|middle east	united nations	kurdish|iraqis
esquire	2013-09-03T13:45:00	miley cyrus|victor davis hanson|ziegfeld girl|sippie wallace|camille paglia	paris	folies tr’©vise	mighty tight woman|great war
esquire	2013-09-03T13:07:00	mohammad khazaei|ali khamenei|saddam hussein|juan cole|khazaei	iran|russia|islamic republic|iraq|syria	revolutionary guards|iranian supreme leader|un	iraq-iran war|iranians|israeli|british|iranian|french
esquire	2013-09-03T10:00:00	john mccain|jim watson|rand paul	syria	getty images it|five minute rule	paul
esquire	2013-09-02T15:55:00	assad|huckleberry|senator huckleberry|angry grampy|jewel samad	czechoslovakia|iran|syria|world	princess dumbass of the northwoods|senator angry grampy|getty images the|bad historical analogy theater|great big boom boom	islamist-friendly|greatest deliberative body
esquire	2013-09-02T15:30:00	aaron harries|david steward|doug anderson|keith county|anderson|harries	ogallala aquifer|nebraska|kansas	great climate change hoax|kansas wheat growers association|kansas state university|keystone xl|kansas wheat|climate	dodgers|cubs
esquire	2013-09-02T10:35:00	anderson cooper	japan|pacific ocean	tokyo electric power company|tepco	japanese
esquire	2013-08-30T23:40:00	jane fonda|sorkin|mr. yeats|jerry|vinegar hill|emily mortimer|kevin cullen|seamus heaney|john calipari|heaney	croke park|all ireland|dublin|kentucky	nfl|genoa|boston globe|kevin|support the troops|international condiments and sauces league|national lampoon|red ruffansore|permanent musical accompaniment to the last post of the week from Î¾ the blog|ol' redhead|maggie|national football league|news night with will	kingdom|anti-scalia|canadian|requiem for the croppies
esquire	2013-08-30T14:15:00	maher arar|george w. bush|arar|assad|bashar al-assad|john kerry	canada|jfk|new york|syria	getty images listening|stan honda	mr. assad|canadian|war on terror
esquire	2013-08-30T11:30:00	damon terrell|walker|christopher|scott walker	wisconsin state capitol|wisconsin|south africa|madison	solidarity sing along|national lawyers guild|koch industries|terrell|capitol police|solidarity singers|c.j.	african americans
esquire	2013-08-30T09:10:00	glenn greenwald	iraq	nasa|cia|church commission	cold war
esquire	2013-08-29T12:30:00	gabriel bouys|tom depaolo|tiny tusayan|dave uberuaga|depaolo	arizona|stilo|tusayan|china|rim|grand canyon	state highway|park service|gruppo stilo usa|getty images tusayan	italian|indian|western
esquire	2013-08-29T09:35:00	jaafari|bashar jaafari	tomahawk|damascus|syria	united nations	hitler
esquire	2013-08-28T20:30:00	james madison	memorandum|white settlements|africa|masters	coast of africa|african colony for freed slaves|coast	savages|white
esquire	2013-08-28T14:35:00	karen bleier|edward r. murrow|dr. king|winston churchill	england|illinois|springfield|east germany	gettysburg address|getty images|emancipation proclamation	union|english
esquire	2013-08-28T12:01:00	tom marino|john mccain	tomahawks|syria	do something	syrians
esquire	2013-08-28T10:20:00	robert nickelsberg|feusner|owen anderson	north dakota|oklahoma|pennsylvania|saudi arabia|oil	propublica|chesapeake energy|chesapeake|rule no.|university of oklahoma college of law|getty images news one|gas & natural resources|energy companies always lie|chesapeake energy marketing|eugene kuntz chair	saudi|marcellus
esquire	2013-08-27T16:00:00	peggy noonan|hussein|air force|charlie skinner|rick francona	iran|nice|baghdad|syria|iraq|middle east	reagan legacy project|reagan	iranian|iraqis
esquire	2013-08-27T15:30:00	Î¾ ooh|barry fidnick|pari|howie|my god|sally quinn|ben|kurtz|quinn	the hamptons	hott thang|the hissy fits|beltway romance novel|howie kurtz writes terrible porn	Î¾ post
esquire	2013-08-27T15:30:00	john roberts|floyd brown|mike dukakis|joseph farah|steve m|willie horton|farah|bill clinton|david kurtz|anthony kennedy|kurtz|david bossie	josh	citizens united|world net daily|capitol hill daily|charisma magazine|democratic senate	christian
esquire	2013-08-27T09:00:00	louie gohmert	cairo|texas	terror babies|youtube|house of representatives	republic|morsi|egyptians
esquire	2013-08-27T08:45:00	greenwald|lyndon larouche|richard tofel|glenn greenwald|edward snowden|ronald reagan	middle east	propublica|nsa|Î¾ guardian Î¾|the new york times|international man of luggage|buzzfeed Î¾|Î¾ times	british|shiraa|guardian|lebanese
