CardId	Year	Conference	Title	Evidence	Author Names
PMC2249593	2008	increases_activity	"Curcumin sensitizes TRAIL-resistant xenografts: molecular mechanisms of apoptosis, metastasis and angiogenesis"	" NF\u03baB-mediated expression of genes, involved in angiogenesis (IL-8, VEGF)"	"NF\u03baB;(IL-8, VEGF)"
PMC3042928	2011	decreases_activity	Evidence for regulatory diversity and auto-regulation at the TAC1 locus in sensory neurones	" In addition , activation of NK1 receptors in DRG culture potentiates the effects of TRPV1 and blockade of these NK1 receptors reduced the ability of TRPV1 activation to cause hyperalgesia and pain     ."	NK1 receptors;TRPV1
PMC2194235	2003	increases_activity	Targeted Inactivation of the IL-4 Receptor Î± Chain I4R Motif Promotes Allergic Airway Inflammation	 Akt activation by IL-4	IL-4;Akt
PMC3143468	2011	increases_activity	Detoxification: A Novel Function of BRCA1 in Tumor Suppression?	 BaP induces CYP1A1	BaP;CYP1A1
PMC2585478	2008	increases_activity	IQGAP1-Dependent Signaling Pathway Regulates Endothelial Cell Proliferation and Angiogenesis	 Our demonstration that IQGAP1 is activated by VEGFR-2 further supports earlier studies that shows VEGFR-2 activates MAPK pathway in Ras independent manner     .	VEGFR-2;Ras
PMC2628450	2008	increases_activity	The RON receptor tyrosine kinase promotes MSP-independent cell spreading and survival in breast epithelial cells	" In the case of EGFR , Src mediates EGF independent transactivation , which promotes differential biological effects than EGF stimulation of EGFR                                      This is similar to the observations reported here on the MSP independent activation of RON ."	Src;EGF
PMC2999618	2010	increases_activity	"Steroid receptor coactivator 1 deficiency increases MMTV-neu mediated tumor latency and differentiation specific gene expression, decreases metastasis, and inhibits response to PPAR ligands"	 either SRC-1 or CREB binding protein produced increased occupancy of the EGFR	SRC-1;EGFR
PMC2688529	2009	increases_activity	Prdx1 inhibits tumorigenesis via regulating PTEN/AKT activity	" However , H2O2 treatment of PTEN-/- ; shPrdx1MEFs increased pAKTSer473 levels comparable to PTEN-/- MEFs , suggesting maybe a H2O2 induced inactivation of PP2A                        , as loss of Prdx1 also inactivated PP2A activity                          ."	PTEN-/-;PP2A
PMC2606960	2008	increases_activity	The microtubule-binding protein CLIP-170 coordinates mDia1 and actin reorganization during CR3-mediated phagocytosis	 This could then allow mDia1 to induce local polymerization of actin	mDia1;actin
PMC3068019	2010	increases_activity	Inhibition of transglutaminase 2 mitigates transcriptional dysregulation in models of Huntington disease	 cytochrome c promoter activity was greatly reduced with co-transfection of the C277S form of TG2	TG2;PGC-1\u03b1 and cytochrome c
PMC3012146	2010	increases_activity	"p38 phosphorylates Rb on Ser567 by a novel, cell cycle-independent mechanism that triggers Rb-Hdm2 interaction and apoptosis"	" Our finding that genotoxic stress promotes interaction between Rb and Hdm2 parallels recent findings that a p53 activating compound promotes Mdm2 mediated degradation of p21 , both ultimately leading to cell death                   ."	p53;Mdm2
PMC2699591	2009	decreases_activity	A Requirement of Nudel and Dynein for Assembly of the Lamin B Spindle Matrix	 Depletion of Nudel not only blocked assembly of MT balls and spindles as expected but also reduced the intensity of the LB3 network surrounding the late asters                                                                   .	Nudel;MT
PMC2683795	2009	increases_activity	Structure-Function analysis of the CTLA-4 interaction with PP2A	 CTLA-4 and Y165F/Y182F CTLA-4 to induce some IL-2	CTLA-4;IL-2
PMC2196001	2001	increases_activity	"A Novel Neural Wiskott-Aldrich Syndrome Protein (N-Wasp) Binding Protein, Wish, Induces Arp2/3 Complex Activation Independent of Cdc42"	" Fyn, Nck, Ash/Grb2 NH2-terminal SH3 domain (AshN), p85, and PLCgamma1 (PLCgamma) also activate Arp2"	Fyn;Arp2
PMC2729407	2009	increases_activity	Targeting Hypoxia in Cancer Cells by Restoring Homeodomain Interacting Protein-Kinase 2 and p53 Activity and Suppressing HIF-1Î±	 HIPK2 is an unstable protein that is degraded via the proteasome pathway in particular recent studies showed that HIPK2 can be downmodulated by p53 induced MDM2      and by hypoxia induced Siah2 proteins     .	p53;MDM2
PMC2748937	2009	decreases_activity	Structural and functional studies of the Ras-associating and pleckstrin-homology domains of Grb10 and Grb14	" In response to insulin , a number of cellular signaling pathways are activated , including the PI-3K and ERK pathways , which are then attenuated at the level of the insulin receptor by PTP1B and Grb14 ."	Grb14;PI-3K
PMC3063136	2011	decreases_activity	"Dynamics of adherens junctions in epithelial establishment, maintenance, and remodeling"	" Cdc42, Par6, and atypical PKC appear to promote adherens junction"	"Cdc42, Par6, and atypical PKC;adherens junction"
PMC2172271	2004	increases_activity	Activation of Cdc42 by trans interactions of the cell adhesion molecules nectins through c-Src and Cdc42-GEF FRG	 Cdc42 activated by nectins enhances the velocities of the formation of the E-cadherin-based AJs and the claudin	Cdc42;claudin
PMC2174844	2000	increases_activity	Matrix Survival Signaling	" Cells on FN in the absence of serum were fixed and stained after 16 h. ( F ) FAK , but not GFP , activates JNK1 and 2 in RSF ."	GFP;JNK1
PMC2174844	2000	increases_activity	Matrix Survival Signaling	 activated JNK1 and JNK2	JNK2;JNK1
PMC2195877	2001	increases_activity	Modulation of the Nuclear Factor Îºb Pathway by Shp-2 Tyrosine Phosphatase in Mediating the Induction of Interleukin (Il)-6 by IL-1 or Tumor Necrosis Factor	 Erk and p38 modulate the transactivation potential of NF-kappaB	Erk;NF-kappaB
PMC2699124	2009	decreases_activity	Prostaglandin E2 regulates Th17 cell differentiation and function through cyclic AMP and EP2/EP4 receptor signaling	" cytokine production seem to be mediated by specific prostaglandin E2 receptors, as enhanced IL-17"	cytokine;IL-17
PMC2680336	2009	increases_activity	Plk1 Self-Organization and Priming Phosphorylation of HsCYK-4 at the Spindle Midzone Regulate the Onset of Division in Human Cells	 RhoA-GTP at the adjacent equatorial cortex promotes focal recruitment and activation of RhoA	RhoA-GTP;RhoA
PMC3072457	2010	decreases_activity	GNL3L Depletion Destabilizes MDM2 and Induces p53-Dependent G2/M Arrest	 guanine nucleotide depletion can trigger NS	guanine;NS
PMC2171479	2005	increases_activity	The p85 regulatory subunit of phosphoinositide 3-kinase down-regulates IRS-1 signaling via the formation of a sequestration complex	" Arrowhead indicates PDGF induced transient EGFP-p85alpha patches ( Videos 1 and 2 , available at http://www.jcb.org/cgi/content/full/jcb.200503088/DC1 ) ."	PDGF;EGFP-p85alpha patches
PMC2699124	2009	increases_activity	Prostaglandin E2 regulates Th17 cell differentiation and function through cyclic AMP and EP2/EP4 receptor signaling	" However, the cAMP-induced PKA-dependent phosphorylation of the cAMP-responsive element-binding protein 1 does not seem to have an important regulatory role in T cells, which is also reflected by their lack of responsiveness to catecholamine-induced, cAMP-dependent IL-10 production ."	prostaglandin E2;IL-10
PMC2362047	2005	decreases_activity	Selective inhibition of TNF--induced activation of mitogen-activated protein kinases and metastatic activities by gefitinib	 Gefitinib completely inhibited TNF-alpha-induced activation of ERK	Gefitinib;ERK
PMC2171339	2005	increases_activity	PTP-1B is an essential positive regulator of platelet integrin signaling	 fibrinogen binding induces alphaIIbbeta3	fibrinogen;alphaIIbbeta3
PMC2714665	2009	increases_activity	Decreased BRCA1 Confers Tamoxifen Resistance in Breast Cancer Cells by Altering Estrogen Receptor-Coregulator Interactions	 ER stimulation of MAPK	ER;MAPK
PMC2656512	2009	increases_activity	Brain-derived neurotrophic factor modulation of Kv1.3 channel is disregulated by adaptor proteins Grb10 and nShc	 Cells were voltage clamped at -90 mV and stepped to a depolarizing potential of +40 mV for 1 second to activate Kv1 .3 .	mV;Kv1.3
PMC2175150	2000	decreases_activity	Suppression of Pyk2 Kinase and Cellular Activities by Fip200	 A GST fusion protein containing CT-FIP200 ( binding segment for Pyk2 ) inhibited Pyk2 kinase activity in a dose dependent manner in vitro .	GST;Pyk2
PMC3063136	2011	increases_activity	"Dynamics of adherens junctions in epithelial establishment, maintenance, and remodeling"	" Cdc42, its associated Par complex components, and the apical Crumbs complex continue to play roles in the regulation of adherens junction"	Cdc42;adherens junction
PMC3042928	2011	decreases_activity	Evidence for regulatory diversity and auto-regulation at the TAC1 locus in sensory neurones	 Capsaicin has also been shown to induce expression of TAC1 in vivo        and gene deletions of the SP-receptor ( NK1 ) significantly reduces the hyperalgesic affects of capsaicin     .	SP-receptor;capsaicin
PMC3020987	2010	decreases_activity	A Positive Feedback Loop of ER-Î±36/EGFR Promotes Malignant Growth of ER-negative Breast Cancer Cells	 ER-beta may negatively regulates mitogenic estrogen	ER-beta;estrogen
PMC2680336	2009	decreases_activity	Plk1 Self-Organization and Priming Phosphorylation of HsCYK-4 at the Spindle Midzone Regulate the Onset of Division in Human Cells	 ( C and D ) Abrogation of HsCYK-4 phosphorylation prevents Ect2 recruitment to the spindle midzone and inhibits RhoA activation and contractile ring assembly .	HsCYK-4;RhoA
PMC2172734	2003	increases_activity	"Phosphoinositide 3-kinase activates Rac by entering in a complex with Eps8, Abi1, and Sos-1"	" Additionally , the levels of Rac-GTP induced by expression of Abi1 were similar to those obtained by coexpressing HA-Rac with Tiam1 , a known GEF for Rac ."	Abi1;Rac-GTP
PMC3105099	2011	increases_activity	BIM-Mediated AKT Phosphorylation Is a Key Modulator of Arsenic Trioxide-Induced Apoptosis in Cisplatin-Sensitive and -Resistant Ovarian Cancer Cells	" FOXO3A, a member of the forkhead family of transcriptional regulators that can directly elevate BIM"	FOXO3A;BIM
PMC3116964	2011	decreases_activity	Homeodomain protein DLX4 counteracts key transcriptional control mechanisms of the TGF-Î_ cytostatic program and blocks the anti-proliferative effect of TGF-Î_	 DLX4 likely inhibits transcriptional activity of Smad2 and Smad3	DLX4;Smad3
PMC3063136	2011	increases_activity	"Dynamics of adherens junctions in epithelial establishment, maintenance, and remodeling"	" Cdc42 is an important regulator of the actin cytoskeleton and is known to bind to and activate WASp , which in turn promotes actin nucleation via the Arp2 and 3 complex                                         ."	WASp;actin
PMC3172902	2011	increases_activity	"Identification and evaluation of a potent novel ATR inhibitor, NU6027, in breast and ovarian cancer cell lines"	" Similarly , the recently identified inhibitor VE-821 enhanced the cytotoxicity of cisplatin , gemcitabine , camptothecin etoposide and IR , but not docetaxel in HCT 116 colon cancer cells                     ."	VE-821;cisplatin
PMC3063136	2011	increases_activity	"Dynamics of adherens junctions in epithelial establishment, maintenance, and remodeling"	" actin-based protrusions                                                         that carry E-cadherin                          , Rac can promote"	Rac;actin
PMC2635715	2008	increases_activity	Caffeine Induces Cell Death via Activation of Apoptotic Signal and Inactivation of Survival Signal in Human Osteoblasts	" Accordingly , we hypothesize that the caffeine induced reduction of HSP90 stimulates Ras , Raf-1 and Akt targeting for degradation , leading to their downregulation and changes in the related signal pathways ."	caffeine;Raf-1
PMC2656512	2009	increases_activity	Brain-derived neurotrophic factor modulation of Kv1.3 channel is disregulated by adaptor proteins Grb10 and nShc	" Grb10 and nShc, respectively decreased and increased the expression of Kv1.3 channel"	Grb10 and nShc;Kv1.3 channel
PMC3200337	2011	increases_activity	Notch Activation by Phenethyl Isothiocyanate Attenuates Its Inhibitory Effect on Prostate Cancer Cell Migration	" As shown in        , treatment of LNCaP and , PC-3 cells with 5 microM PEITC resulted in a statistically significant increase in luciferase reporter activity of RBP-Jk ( a downstream modulator of Notch signaling ) compared with dimethyl sulfoxide ( DMSO ) - treated controls ."	RBP-Jk;Notch
PMC2722991	2009	increases_activity	Functional interaction of mammalian target of rapamycin complexes in regulating mammalian cell size and cell cycle	 Akt stimulates mTORC1	Akt;mTORC1
PMC2193563	2002	increases_activity	Protein Kinase C Î_ Controls Nuclear Factor ÎºB Activation in B Cells Through Selective Regulation of the IÎºB Kinase Î±	 CD40-mediated phosphorylation and degradation of I\u03baB\u03b1	CD40;I\u03baB\u03b1
PMC2685101	2009	increases_activity	The proapoptotic  gene is a direct target of the MLK-JNK-c-Jun pathway in sympathetic neurons	 c-jun promoter activation following NGF	c-jun promoter;NGF
PMC3045404	2011	increases_activity	Low-Level Lead Exposure Increases Systolic Arterial Pressure and Endothelium-Derived Vasodilator Factors in Rat Aortas	 NO might be activating K+	NO;K+
PMC2714665	2009	decreases_activity	Decreased BRCA1 Confers Tamoxifen Resistance in Breast Cancer Cells by Altering Estrogen Receptor-Coregulator Interactions	 BRCA1 overexpression inhibited EGF	BRCA1;EGF
PMC2196252	1997	increases_activity	Role of Tyrosine Phosphorylation of HS1 in B Cell Antigen Receptor-mediated Apoptosis	" In contrast , Lyn is not detectably activated by Syk    ."	Syk;Lyn
PMC3172902	2011	increases_activity	"Identification and evaluation of a potent novel ATR inhibitor, NU6027, in breast and ovarian cancer cell lines"	 CDK2 inhibitor that does not inhibit ATR	CDK2;ATR
PMC2999618	2010	increases_activity	"Steroid receptor coactivator 1 deficiency increases MMTV-neu mediated tumor latency and differentiation specific gene expression, decreases metastasis, and inhibits response to PPAR ligands"	 EGFR promoter in SRC-1	EGFR;SRC-1
PMC2694275	2009	decreases_activity	Regulation of LRRK2 Stability by the E3 Ubiquitin Ligase CHIP	 CHIP decreased levels of both myc-tagged ARM-ANK-LRR domains of LRRK2 (pMyc-AAL) and myc	CHIP;myc
PMC3037403	2011	decreases_activity	MicroRNA-21 Exhibits Antiangiogenic Function by Targeting RhoB Expression in Endothelial Cells	 RhoB expression in endothelial cells decreased tube	RhoB;tube
PMC2193648	2001	increases_activity	"Cbl Associates with Pyk2 and Src to Regulate Src Kinase Activity, Î±Î_ Integrin-Mediated Signaling, Cell Adhesion, and Osteoclast Motility"	 calcium signaling was activating Pyk2	calcium;Pyk2
PMC2174844	2000	increases_activity	Matrix Survival Signaling	" JNK1 and 2 were activated strongly by FAK , but not by GFP ."	GFP;JNK1
PMC2193648	2001	increases_activity	"Cbl Associates with Pyk2 and Src to Regulate Src Kinase Activity, Î±Î_ Integrin-Mediated Signaling, Cell Adhesion, and Osteoclast Motility"	 Cbl might modulate Src	Cbl;Src
PMC2704372	2009	decreases_activity	Two Chromatin Remodeling Activities Cooperate during Activation of Hormone Responsive Promoters	 PCAF depletion also decreased induction of other progesterone	PCAF;progesterone
PMC2704372	2009	increases_activity	Two Chromatin Remodeling Activities Cooperate during Activation of Hormone Responsive Promoters	 Progestin induction of MYC	Progestin;MYC
PMC2453161	2008	increases_activity	Early-Onset Endocrine Disruptorâ€“Induced Prostatitis in the Rat	 AR signaling induced by vinclozolin	vinclozolin;AR
PMC3172902	2011	increases_activity	"Identification and evaluation of a potent novel ATR inhibitor, NU6027, in breast and ovarian cancer cell lines"	" Similarly , ATR activation by BCNU ( which , like cisplatin , causes DNA cross-links ) , was found to be independent of MMR status but temozolomide only activated ATR in MMR competent cells                  ."	temozolomide;ATR
PMC2742444	2009	increases_activity	Epidermal Growth Factor Receptor Phosphorylation Sites Ser and Tyr Are Implicated in the Regulation of Receptor Endocytosis and Phosphorylations at Ser and Thr	 EGFR Tyr1092 and ERK in EGF-stimulated HEK	EGFR;HEK
PMC2199204	2001	increases_activity	Diacylglycerol Kinase Î¶ Regulates Ras Activation by a Novel Mechanism	 Elk-1 luciferase activity induced by RasGRP	RasGRP;Elk-1 luciferase
PMC3063577	2011	decreases_activity	Phospho-proteomic analysis of mantle cell lymphoma cells suggests a pro-survival role of B-cell receptor signaling	 Inhibition of Syk induces apoptosis in MCL cell lines	Syk;MCL
PMC2173366	2003	increases_activity	Differential regulation of cell motility and invasion by FAK	 FAK localizes to lamellipodia and promotes Rac	FAK;Rac
PMC2193648	2001	increases_activity	"Cbl Associates with Pyk2 and Src to Regulate Src Kinase Activity, Î±Î_ Integrin-Mediated Signaling, Cell Adhesion, and Osteoclast Motility"	 Src was activated by integrins	integrins;Src
PMC2172328	2004	increases_activity	Atypical protein kinase C (PKCÎ¶/Î») is a convergent downstream target of the insulin-stimulated phosphatidylinositol 3-kinase and TC10 signaling pathways	 Dominant interfering Par6 mutants and TC10 and T31N inhibit insulin induced plasma membrane translocation of endogenous PKCzeta and lambda .	Insulin;PKCzeta
PMC2677670	2009	increases_activity	Regulation of ErbB2 Receptor Status by the Proteasomal DUB POH1	 hsp90 inhibitor Geldanamycin induces the down-regulation of ErbB2	hsp90;ErbB2
PMC3105099	2011	increases_activity	BIM-Mediated AKT Phosphorylation Is a Key Modulator of Arsenic Trioxide-Induced Apoptosis in Cisplatin-Sensitive and -Resistant Ovarian Cancer Cells	 JNK pathway-mediated activation of BIM	JNK;BIM
PMC3174176	2011	increases_activity	Insulin Sensitizing Effects of Oligomannuronate-Chromium (III) Complexes in C2C12 Skeletal Muscle Cells	" In conclusion , all oligosaccharides OM , OM2 and OM4 enhanced the mRNA expression levels of IR and GLUT4 in C2C12 cells ."	OM;IR
PMC3160837	2011	increases_activity	Lymphocyte Cell-Cycle Inhibition by HLA-G Is Mediated by Phosphatase SHP-2 and Acts on the mTOR Pathway	" HLA-G, by interacting with CD85j, does not activate SHP-1"	HLA-G;SHP-1
PMC3172902	2011	increases_activity	"Identification and evaluation of a potent novel ATR inhibitor, NU6027, in breast and ovarian cancer cell lines"	" As expected , NU6027 ( but not NU6252 ) significantly potentiated cisplatin ( 1.4-fold ; P = 0.059 at 4 mu and 8.7-fold ; P = 0.0012 at 10 mu ) , doxorubicin ( 1.3-fold ; P = 0.0079 at 4 mu and 2.5-fold ; P < 0.0001 at 10 mu ) , camptothecin ( 1.4-fold ; P = 0.0223 at 4 mu and 2-fold ; P = 0.018 at 10 mu ) and hydroxyurea ( 1.8-fold ; P = 0.0147 at 4 mu and 0.0412 at 10 mu ) ."	NU6027;doxorubicin
PMC2195705	1999	increases_activity	"Clnk, a Novel Slp-76â€“Related Adaptor Molecule Expressed in Cytokine-Stimulated Hemopoietic Cells"	" antigen receptor-induced activation of NFAT, AP-1"	Antigen;AP-1
PMC3116964	2011	increases_activity	Homeodomain protein DLX4 counteracts key transcriptional control mechanisms of the TGF-Î_ cytostatic program and blocks the anti-proliferative effect of TGF-Î_	 DLX4 promotes tumor angiogenesis by inducing expression of vascular endothelial growth factor and fibroblast growth factor-2	DLX4;fibroblast growth factor-2
PMC2999618	2010	decreases_activity	"Steroid receptor coactivator 1 deficiency increases MMTV-neu mediated tumor latency and differentiation specific gene expression, decreases metastasis, and inhibits response to PPAR ligands"	 peroxisome proliferator activated receptor and RXR ligands inhibit coactivator occupancy of the proximal EGFR	peroxisome proliferator activated receptor and RXR;EGFR
PMC3105099	2011	increases_activity	BIM-Mediated AKT Phosphorylation Is a Key Modulator of Arsenic Trioxide-Induced Apoptosis in Cisplatin-Sensitive and -Resistant Ovarian Cancer Cells	 PI-3K/AKT signaling pathway in B-CLL cells and upregulation of PTEN	PI-3K;PTEN
PMC2714862	2009	increases_activity	identification of a core regulatory network of OCT4 in human embryonic stem cells using an integrated approach	" CDX2, as it is significantly up-regulated upon OCT4"	Oct4;Cdx2
PMC2412888	2008	increases_activity	Modulatory role of phospholipase D in the activation of signal transducer and activator of transcription (STAT)-3 by thyroid oncogenic kinase RET/PTC	 Conclusion These findings led us to suggest that the PLD synergistically functions to activate the STAT3 signaling by interacting directly with the thyroid oncogenic kinase RET and PTC .	PLD;STAT3
PMC3172902	2011	decreases_activity	"Identification and evaluation of a potent novel ATR inhibitor, NU6027, in breast and ovarian cancer cell lines"	 NU6252 (10 mu; cell-free IC50=19 n) that does not inhibit ATR	NU6252;ATR
PMC3160837	2011	decreases_activity	Lymphocyte Cell-Cycle Inhibition by HLA-G Is Mediated by Phosphatase SHP-2 and Acts on the mTOR Pathway	 inhibition of SHP-2 by NSC-87877	NSC-87877;SHP-2
PMC2731218	2009	increases_activity	A Lentivirus-Mediated Genetic Screen Identifies Dihydrofolate Reductase (DHFR) as a Modulator of Î_-Catenin/GSK3 Signaling	" As expected , in concert with a sub-optimal dose of BIO , the DHFR shRNAs induced robust activation of BAR to levels similar to that induced by shRNAs targeting GSK3beta            ."	DHFR;BAR
PMC2412888	2008	increases_activity	Modulatory role of phospholipase D in the activation of signal transducer and activator of transcription (STAT)-3 by thyroid oncogenic kinase RET/PTC	 STAT3 activation by the RET/PTC	PTC;STAT3
PMC2729407	2009	decreases_activity	Targeting Hypoxia in Cancer Cells by Restoring Homeodomain Interacting Protein-Kinase 2 and p53 Activity and Suppressing HIF-1Î±	" Conclusions and Significance We show here for the first time that hypoxia induced HIPK2 deregulation was counteracted by zinc that restored HIPK2 suppression of HIF-1 pathway and reactivated p53 apoptotic response to drug , underscoring the potential use of zinc supplementation in combination with chemotherapy to address hypoxia and improve tumor treatment ."	zinc;HIPK2
PMC2429913	2008	increases_activity	SOCS3 inhibiting migration of A549 cells correlates with PYK2 signaling in vitro	 SOCS3) is a member of SOCS family and acts in a feedback loop to inhibit cytokine responses and STAT3	SOCS3;STAT3
PMC2195782	2001	decreases_activity	Presenilin 1 Negatively Regulates Î_-Catenin/T Cell Factor/Lymphoid Enhancer Factor-1 Signaling Independently of Î_-Amyloid Precursor Protein and Notch Processing	" Finally , FAD mutations in PS1 can not efficiently restore beta-catenin degradation in PS1 null primary fibroblasts ."	PS1;beta-catenin
PMC3172902	2011	increases_activity	"Identification and evaluation of a potent novel ATR inhibitor, NU6027, in breast and ovarian cancer cell lines"	" Similarly , the recently identified inhibitor VE-821 enhanced the cytotoxicity of cisplatin , gemcitabine , camptothecin etoposide and IR , but not docetaxel in HCT 116 colon cancer cells                     ."	VE-821;IR
PMC2731218	2009	decreases_activity	A Lentivirus-Mediated Genetic Screen Identifies Dihydrofolate Reductase (DHFR) as a Modulator of Î_-Catenin/GSK3 Signaling	 BAR activation induced by dual inhibition of DHFR and GSK3	GSK3;BAR
PMC2683795	2009	decreases_activity	Structure-Function analysis of the CTLA-4 interaction with PP2A	" CTLA-4 mutants, independently of their ability to bind PP2A, inhibited IL-2"	CTLA-4 mutants;IL-2
PMC3174176	2011	increases_activity	Insulin Sensitizing Effects of Oligomannuronate-Chromium (III) Complexes in C2C12 Skeletal Muscle Cells	" Additionally , oligosaccharides treatment also significantly enhanced the phosphorylation of proteins involved in both AMP activated protein kinase ( AMPK ) / acetyl-CoA carboxylase ( ACC ) and phosphoinositide 3-kinase ( PI3K ) / protein kinase B ( Akt ) signaling pathways in C2C12 cells , indicating that the oligosaccharides activated both the insulin signal pathway and AMPK pathways as their mode of action ."	AMP;acetyl-CoA
PMC2173577	2002	increases_activity	Mechanisms through which Sos-1 coordinates the activation of Ras and Rac	" Nevertheless , signals appear to converge on a S/E/E8 complex , as suggested by the fact that genetic and biochemical interference with this complex leads to abrogation of Rac activation induced by either active RTKs or dominant active Ras and phosphatidylinositol 3 kinase mutants                     ."	phosphatidylinositol;Rac
PMC3195632	2011	decreases_activity	Protein Kinase A-mediated Serine 35 Phosphorylation Dissociates Histone H1.4 from Mitotic Chromosome	 CaMK inhibitor KN-62	KN-62;CaMK
PMC2910721	2010	decreases_activity	Bcl-2 Regulates HIF-1Î± Protein Stabilization in Hypoxic                    Melanoma Cells via the Molecular Chaperone HSP90	" HSP90 with 17-AAG, an inhibitor that can alter the interaction of HSP90 with its clients     , modulates HIF-1alpha"	HSP90;HIF-1alpha
PMC2196192	2001	increases_activity	Protein kinase B phosphorylates AHNAK and regulates its subcellular localization	" Activated PKB directly phosphorylates Bad                        , caspase 9                       , IKK-alpha                                                  , and apoptosis signal regulating kinase ASK1                   , promoting cell survival ."	ASK1;PKB
PMC2553404	2008	increases_activity	Phosphorylation of p130Cas initiates Rac activation and membrane ruffling	 p130Cas initiates Rac	p130Cas;Rac
PMC2213302	2004	increases_activity	Requirement for TRAF3 in Signaling by LMP1 But Not CD40 in B Lymphocytes	" Furthermore , activation of p38 and degradation of IkappaBalpha ( the inhibitory subunit of NF-kappaB ) induced by LMP1 signaling were severely impaired in TRAF3-/- B cells                         ."	LMP1;IkappaBalpha
PMC2171479	2005	increases_activity	The p85 regulatory subunit of phosphoinositide 3-kinase down-regulates IRS-1 signaling via the formation of a sequestration complex	" IGF-1 , but not PDGF , induces the translocation of EGFP-p85alpha to foci ."	IGF-1;EGFP-p85alpha
PMC2195782	2001	increases_activity	Presenilin 1 Negatively Regulates Î_-Catenin/T Cell Factor/Lymphoid Enhancer Factor-1 Signaling Independently of Î_-Amyloid Precursor Protein and Notch Processing	" Although PS1 appears to modulate beta-catenin stability in vitro , controversial data have been reported ."	PS1;beta-Catenin
PMC2742444	2009	increases_activity	Epidermal Growth Factor Receptor Phosphorylation Sites Ser and Tyr Are Implicated in the Regulation of Receptor Endocytosis and Phosphorylations at Ser and Thr	 ERK in EGF-stimulated HEK	ERK;HEK
PMC2714665	2009	increases_activity	Decreased BRCA1 Confers Tamoxifen Resistance in Breast Cancer Cells by Altering Estrogen Receptor-Coregulator Interactions	" Decreased BRCA1 expression did not significantly alter recruitment of ER\u03b1 to the cyclin D1 promoter with either E2 or Tamoxifen , suggesting that it is the altered association of ER\u03b1 with coregulators that contributes to the inappropriate Tamoxifen response."	Tamoxifen;cyclin D1
PMC2193648	2001	increases_activity	"Cbl Associates with Pyk2 and Src to Regulate Src Kinase Activity, Î±Î_ Integrin-Mediated Signaling, Cell Adhesion, and Osteoclast Motility"	 integrin-induced calcium signaling was activating Pyk2	integrin;Pyk2
PMC2195877	2001	increases_activity	Modulation of the Nuclear Factor Îºb Pathway by Shp-2 Tyrosine Phosphatase in Mediating the Induction of Interleukin (Il)-6 by IL-1 or Tumor Necrosis Factor	 activation of Erk by IL-1alpha	IL-1alpha;Erk
PMC2171568	2005	increases_activity	Specific integrin Î± and Î_ chain phosphorylations regulate LFA-1 activation through affinity-dependent and -independent mechanisms	 mAb24 expression induced by SDF-1	SDF-1;mAb24
PMC2193648	2001	decreases_activity	"Cbl Associates with Pyk2 and Src to Regulate Src Kinase Activity, Î±Î_ Integrin-Mediated Signaling, Cell Adhesion, and Osteoclast Motility"	 inhibition of Src kinase activity by v-Cbl	v-Cbl;Src
PMC2171987	2004	decreases_activity	Nudel functions in membrane traffic mainly through association with Lis1 and cytoplasmic dynein	 Inhibition of hPL-GFP secretion by mutant Nudel	Nudel;hPL-GFP
PMC2999618	2010	decreases_activity	"Steroid receptor coactivator 1 deficiency increases MMTV-neu mediated tumor latency and differentiation specific gene expression, decreases metastasis, and inhibits response to PPAR ligands"	" EGFR, ERK1, c-myc, cyclin A, cdk1, and cdk4 proteins were inhibited (20 fold, 3 fold, 14 fold, 9 fold, 6 fold, and 3 fold respectively) by peroxisome proliferator activated receptor and RXR"	"peroxisome proliferator activated receptor and RXR;ERK1, c-myc, cyclin A, cdk1 and cdk4"
PMC2453151	2008	decreases_activity	The Protective Mechanism of Antioxidants in Cadmium-Induced Ototoxicity  and 	" Although NAC attenuated ERK activation , the effect of NAC on the other pathways involving MAPK upstream and downstream and apoptosis marker was not determined ."	NAC;ERK
PMC2195782	2001	decreases_activity	Presenilin 1 Negatively Regulates Î_-Catenin/T Cell Factor/Lymphoid Enhancer Factor-1 Signaling Independently of Î_-Amyloid Precursor Protein and Notch Processing	 ( c ) Expression of wild-type PS1 in PS1 null cells restores efficient degradation of beta-catenin .	PS1;beta-catenin
PMC3012146	2010	increases_activity	"p38 phosphorylates Rb on Ser567 by a novel, cell cycle-independent mechanism that triggers Rb-Hdm2 interaction and apoptosis"	 Cdks) promote cell division by phosphorylating and reversibly inactivating Rb	Cdks;Rb
PMC2999618	2010	decreases_activity	"Steroid receptor coactivator 1 deficiency increases MMTV-neu mediated tumor latency and differentiation specific gene expression, decreases metastasis, and inhibits response to PPAR ligands"	 EGFR promoter activity by nuclear receptor	nuclear receptor;EGFR
PMC2453154	2008	increases_activity	A Novel Role of the NRF2 Transcription Factor in the Regulation of Arsenite-Mediated Keratin 16 Gene Expression in Human Keratinocytes	" However , until now it has remained uncertain whether the induction of NRF2 by iAs mediates the transcriptional activation of the K16 gene in keratinocytes ."	iAs;NRF2
PMC2516513	2008	increases_activity	The neurotransmitter dopamine modulates vascular permeability in the endothelium	 Dopamine modulates association of VEGFR-2	Dopamine;VEGFR-2
