source	time	person	location	organization	miscellaneous
emptywheel	2014-03-25T00:00:00	keith alexander|charlie savage|obama's|gerry|alexander|barack obama	iraq	nsa|information dominance center|reasonable articulable suspicion|house intelligence	fourth|italian kitchen|tsarnaevs|waltham|tsarnaev
emptywheel	2014-03-24T00:00:00	keith alexander|gorman|charlie savage|d.|spencer|ruppersberger|mike rogers|osama bin laden|reggie walton|siobhan gorman	r.	nsa|intelligence committee|dutch ruppersberger|keep section|section|dutch' ruppersberger|eo|at & t's hemisphere|internet|the court|hpsci|primary order|prism	fisa
emptywheel	2014-03-23T00:00:00	shubert|john bates|keith alexander|vaughn walker|white|walton|alexander|judge walker|reggie walton|jeffrey white	jewel|shubert november|pr	executive authority|nsa|folsom street|sigad|fisc judge|eff|br|fisc|first amendment|multidistrict litigation|dfh|chief fisc judge|aclu|fisa pen register|san francisco|dni| pursuant|doj	internet
emptywheel	2014-03-23T00:00:00	kaplan|robert kaplan	venezuela|russia|hapsburg austria|rome|iraq|china	nsa|obama administration|intellectual property|arab spring|ip	european|western
emptywheel	2014-03-22T00:00:00	spiegel|der spiegel	chair|china	fbi|nsa|us'|prc|sigint|people's republic|huawei's ceo|nyt|huawei|people's liberation army|chinese influence	western|english|chinese
emptywheel	2014-03-21T00:00:00	shubert|judge jeffrey white|white|john carlin|walton|reggie walton|james cole	jewel|california	district court|ξ first unitarian|civil aag stuart delery|first unitarian|court's|fisc|eff|fisa|fisa court|order|assistant attorney general|opinion|the court|first unitarian church|northern district|national security division|section|department of justice| president's surveillance program'|acting attorney general|e-mail correspondence|doj	associational tracking program|correspondence|plaintiffs|civil division
emptywheel	2014-03-21T00:00:00	kaag|sigrid kaag|bashar al-assad|dana rohrabacher	crimea|iran|russia|afghanistan|latakia|damascus|syria|soviets	ξ united nations ξ and organisation|foreign ministry|opcw-un joint mission|syrian arab republic|joint mission|prohibition of chemical weapons|opcw|un|ria|priority|chemical|cold war|p5 +	iranian
emptywheel	2014-03-20T00:00:00	karim sadjadpour|jason salata	iran|persian gulf|surely iran|bahrain	lockheed|carnegie endowment for international peace|target barge|navy's fifth fleet	f-35|chinese
emptywheel	2014-03-20T00:00:00	hayden|seals|caitlin hayden|john mccain|vladimir putin|lindsey graham	libya|north africa|waha concession|europe|essider terminal|capitol hill|africa|waha|cyprus|tripoli|china	noc|opec|morning glory'|libyan national oil company|reuters|fox news|the washington times|morning glory|new york times|national oil company|state department|benghazi|arab spring|dod|waha oil company|marathon oil|uss roosevelt|navy seals|administration's|marathon	anti-benghazi|european|libyan|crimean|u.s. navy|libyans
emptywheel	2014-03-20T00:00:00	alissa rubin|jahn|mohammed javad zarif|fredrik dahl|zarif|ryabkov|ryobkov|george jahn|sergei ryabkov	crimea|tehran|vienna|iran|russia|presstv|ukraine|russsia|moscow|geneva|syria	foreign ministry|ap|interfax|new york times|ryobkov's'|p5 +|u.n.|irna	austrian|iranian|crimean|western|arak|west
emptywheel	2014-03-19T00:00:00	don verrilli|verrilli|charlie savage|savage|clapper|garr king|mohamud|king|donald b. verrilli|mohamed osman mohamud	scotus	amnesty international|justice department|faa|supplemental notification|nyt|solicitor general|supreme court|doj	section
emptywheel	2014-03-19T00:00:00	osama|pasha|gall|carlotta gall|bin laden|ahmed shuja pasha|ziauddin butt|declan walsh|osama bin laden	pakistan|afghanistan|abbottabad	isi|taliban|navy seal|times|new york times	afghans|pakistani|wrong enemy
emptywheel	2014-03-18T00:00:00	vladimir v. putin|alissa rubin|catherine ashton|mohammad javad zarif|zarif|rubin	crimea|vienna|iran|russia|ukraine|syria|west	eu|new york times|p5 +	iranian
emptywheel	2014-03-17T00:00:00	nils horner|khalid sheikh mohammed|marcy|mr. faizi|liban|horner|osama bin laden	pakistan|kabul|afghanistan|asia|iraq	mr. karzai|taliban|hezb al-islami hekmatyar|new york times|wall street journal|hezb al-islami younis khalis	pakistanis|british|swedish|afghan|lebanese|western|kong-based|west
emptywheel	2014-03-16T00:00:00	osama|mullah omar|abu ghaith|khalid sheikh mohammed|philip mudd|adnan latif|mudd|gitmo|allah|sheikh osama	crimea|uncle sam|pakistan|arabian peninsula|russia|afghanistan|guantanamo|france|western|syria|saudi arabia	red bear|taliban|sheikh sulaiman abu ghayth|paksitani inter-services intelligence|for abu ghaith|reuters|cia|sulaiman abu ghayth|al-qaeda|cnn|bbc|isi| mujahideen [|mujahideen|black sites|ksm	qaeda|russians|arab|afghan arabs|islamic|non-afghan|suleiman abu ghaith|afghan mujahideen|non-afghan mujahideen|afghan|west
emptywheel	2014-03-16T00:00:00	judge douglas woodlock|stephanie siegmann|robert stahl|woodlock|stahl|[ dias|siegmann|tsarnaev	watertown	boston herald|dzhokhar tsarnaev's|nsa|ausa|reuters	boston marathon|dzhokhar
emptywheel	2014-03-16T00:00:00	steven colbert|khalid sheikh mohammed|colbert|philip mudd|john brennan|report|mudd|nada bakos	hollywood|iraq	daily beast|ibn sheikh al-libi|senate torture report|counterterrorist center|senate report|colbert report get more|cia|panetta report|torture|colbert report full episodes	qaeda|beltway
emptywheel	2014-03-15T00:00:00	abu zubaydah|dianne feinstein|john brennan|brennan	virginia	committee|cia|ssci	thai
emptywheel	2014-03-14T00:00:00	adrian newey|nico rosberg|valtteri bottas|kevin magnussen|sebastian vettel|williams|trash talk|vitaly petrov|fernando alonso|massa|mercedes|kimi raikkonen|kamul kobayashi|lewis hamilton|button|michael|daniel ricciardo|mark webber|red bull|jenson button|michael schumacher|vettel|felipe massa	caterham|melbourne|mclaren|bahrain|jerez|maranello	ferrari|renault|ers	australian
emptywheel	2014-03-14T00:00:00	john radsan|john rizzo|wyden|john brennan|robert eatinger|agency|jack goldsmith|eatinger|ron wyden|brennan|act	nice	senate intelligence committee|acting general counsel robert eatinger|cia general counsel|attorney general|attorney general ξ|committee|computer fraud and abuse act|justice department|cia|eo|cia director|cia general counsel's office|ssci|doj	federal
emptywheel	2014-03-12T00:00:00	pete hoekstra|porter goss|koester|memo|steven bradbury|john yoo|steve bradbury|bradbury|rahman|eatinger|jennifer koester|jay bybee|rizzo|pelosi|david addington|levin|goss|jonathan fredman|dianne feinstein|john rizzo|gul rahman|daniel levin|abu zubaydah|jose rodriguez|nancy pelosi|robert eatinger|matt zirbel	thailand|ctc	nsc|combined memo|olc|techniques memo|cat memo|bybee memo|see pdf|scif cia|cia's detention|bybee|opr|torture|bybee memos|value of detainee reporting|cia's counterterrorism center|bullet points|interrogation program|cia's counterterrorism section|cia| legal principles|senate intelligence committee|senate torture report| bullet points|scif|cia counterintelligence interrogation techniques|salt pit|office of professional responsibility|torture report|doj|cia oig	special needs|combined
emptywheel	2014-03-12T00:00:00	keith alexander|wyden|mark udall|james clapper|udall|raj de|rogers|mike rogers|robert litt|senator wyden	spencer	nasa|nsa| corporate store|odni|fisa amendments act what|ras|fisc|fisa|fbi|senate armed services committee|attorney general|ussid|dni|semiannual section|fisa amendments act|justice department|director clapper|foreign intelligence surveillance court|cia|agency|the committee|director|section|national security agency|committee|reasonable articulable suspicion|cyber command	ras-approved|ag-approved
emptywheel	2014-03-12T00:00:00	farid|guterres|chris gunness|hany farid|antonio guterres	crimea|yarmouk|russia|ukraine|jordan|geneva|turkey|lebanon|iraq|syria|yarmouk camp	united nation's|unrwa|united nations relief and works agency|dartmouth college|un ξ|new york times|u.n.|unhcr|un|u.n.' s high commission	afghans|syrians|crimean
emptywheel	2014-03-11T00:00:00	shane harris|mikulski|pat fitzgerald|saxby chambliss|feinstein|ron wyden|john hudson|caroline krass|krass|jim comey|john kiriakou|eatinger|david corn|counsel|anwar al-awlaki|susan collins|harry reid|burr|martin heinrich|what feinstein|richard burr|barack obama|mike gravel|barb mikulski|jose rodriguez|mark udall|robert eatinger|john brennan|kiriakou|brennan|john durham	mojo|committee|maryland|langley|capitol hill	nsa|justice department|cia|senate appropriations committee|cia director|senate intelligence chair|fbi|senate intelligence committee|dea|us attorney|legislative|cia general counsel|torture report|doj	report|awlaki|agency|gitmo
emptywheel	2014-03-11T00:00:00	george washington|tom risen|dianne feinstein|john brennan|brennan|golly|edward snowden	manhattan	nsa|national archives|u.s. news|fourth amendment|cia|central intelligence agency|vice president biden|bill of rights|world report|council on foreign relations	constitution
emptywheel	2014-03-10T00:00:00	shubert|marcia|judge white|cindy cohn|walton|jewel v.|n.d. cal|reggie walton|virginia shubert|barack obama|jeffrey white	jewel|california	nsa|marcy|fisc's|first unitarian|fisc's march|fisc|eff|fisa|temporary restraining order|fisa court|ξ jewel|president's surveillance program|san francisco|eff legal|psp|article ii court|northern district|national security agency telecommunications records litigation|this court|basaaly moalin fisc|basaaly moalin|berman|the jewel|mdl|doj	hepting|cal|section
emptywheel	2014-03-10T00:00:00	cartwright|john rizzo|kim|patrick|panetta|john adams project|judge leonie brinkema|leon panetta|patrick fitzgerald|fitzgerald|boal|donald sachtleben|jose rodriguez|james cartwright|john brennan|john kiriakou|kiriakou|bill gertz|osama bin laden	drake|loretto prison|hollywood|cuba	white house national security council|judicial watch|justice|senate intelligence committee|justice department|cia|espionage act|merit board|american civil liberties union|doj	guantanamo
emptywheel	2014-03-10T00:00:00	karzai|fahim|muhammad qasim fahim|hamid karzai	kabul bank|afghanistan	taliban|taliban's|times|karzais'|reuters|cia|united states army rangers|new york times|afghan taliban|the taliban	soviet-backed|afghan|guardian
emptywheel	2014-03-07T00:00:00	reggie walton	fisc	doj	plaintiffs|br
emptywheel	2014-03-07T00:00:00	david buckley|mcclatchy|barron|david barron	northern virginia|scifs	olc|justice department|cia-seante intelligence committee|cia|office of legal counsel|fbi|senate intelligence committee|aclu|scif|foia|opr|doj	foia vaughn index|vaughn index
emptywheel	2014-03-06T00:00:00	mark udall|tom|udall|stephen preston	virginia|hart senate office building	cia|sensitive compartmented information facility|cia director|u.s. capitol|vice chairman|committee'|senate intelligence committee|senate select committee|committee|scif|foia|cia's|ssci chairman|ssci|torture report|intelligence	committee's
emptywheel	2014-03-06T00:00:00	aimal faizi|karzai|khalilullah kamal|hamid karzai|kamal|abdul wali	logar|afghanistan|logar province	taliban|afghan national army|afp|washington post|times|reuters|new york times|ana|isaf|charkh district|bbc|logar provincial council|bilateral security agreement	afghans|pakistani|afghan
emptywheel	2014-03-05T00:00:00	randal milch|milch	uk	general counsel|verizon executive vice president|verizon|verizon / vodaphone|at & t.|gchq|at & t and verizon|fisa	telecom
emptywheel	2014-03-03T00:00:00	yousaf shah|nisar ali khan|khan|aamir|mohammad aamir	pakistan|islamabad|afghanistan|federally administered tribal areas	armed forces|ttp|taliban|samiul haq group|the express tribune|fata|jamiat ulema islam	pakistanis|haqqani|taliban-declared|pakistani|khyber
emptywheel	2014-03-01T00:00:00	james clapper	shubert	nsa|jewel|fisc judge	eff-tied
emptywheel	2014-03-01T00:00:00	yanukovych|victoria nuland|svoboda|adam colligan|marcy wheeler|allen dulles|yatseniuk|colligan|glenn greenwald|mark ames|ames|pierre omidyar|nuland|ξ svoboda|klitsch|paul carr|john brennan|omidyar|wheeler|viktor yanukovych	ukraine|paraguay|pax americana|kremlin|syria|cue hollywood	usaid|pax america|forbes|pax americana'|intercept|us agency for international development|everything you know|pravy sektor|us ambassador	anti-yanukovych|orange revolution|post-yanukovych
emptywheel	2014-02-28T00:00:00	tom hussain|john brennan	ttp|pakistan|kabul|afghanistan|north waziristan|south waziristan	taliban	haqqani|pakistani|afghan|wazir
emptywheel	2014-02-27T00:00:00	hassan rouhani|david albright|jahn|fredrik dahl|joby warrick|george jahn|dahl|iaea	tehran|vienna|iran|geneva	washington post|institute for science and international security|reuters|international atomic energy agency	iranian
emptywheel	2014-02-26T00:00:00	marriott hotels|matthew benson|coughlin|brahm resnik|chuck coughlin|grant woods|joy reid|anna tovar|governor brewer|brewer|jan brewer|godaddy group	arizona|barrett marson|representatives	jpmorgan chase|phoenix chamber of commerce|arizona chamber of commerce|delta air lines|apple|southern arizona leadership council|governor|intel|phoenix|american airlines|lgbt|msnbc	copper state|sb-1062|governor's
emptywheel	2014-02-26T00:00:00	carmen ortiz|gruzdeva|todashev|susan zalkind|osceola county|zalkind|tatiana|tatiana gruzdeva|chris|reni manukyan	boston|tajikistan|tsarnaevs|ibragim|waltham	boston magazine|ibragim todashev|middlesex county|orlando police department|dzhokhar tsarnaev|khusen|fbi|ibragim's|special administrative measures|tampa field bureau|tamerlan tsarnaev|waltham pd|dzhokhar|ashurmamad	middlesex county da|boston marathon|dna
emptywheel	2014-02-26T00:00:00	karzai|missy ryan|adam goldman|phil stewart|hamid karzai|general rasmussen	pentagon|pakistan|afghanistan|north waziristan	ttp|washington post|taliban|haqqani|bsa|nato defense ministerial|al-qaeda|defense ministerial|nato|bilateral security agreement	afghans|afghan|haqqanis|afghan-led
emptywheel	2014-02-25T00:00:00	secondary order|amended mem|eagan|claire eagan|shea|theresa shea| obama|verizon|sprint|reggie walton	states|los angeles	first unitarian church|nsa|nsa general counsel raj de|freedom of association|odni|fisc rule|csli|fisc|section|microsoft|fisa court|at & t|production of tangible things|�_|primary order|skype|signals intelligence director	redacted|obama-directed
emptywheel	2014-02-25T00:00:00	lloyd j austin|hakimullah mehsud|yasin malik|ahsan iqbal|sharif|chuck hagel|sartaj aziz|nawaz sharif|shahid khqan abbasi|john brennan|rashad mahmood|khwaja asif|john kerry	pakistan|islamabad|ukraine|afghanistan|rawalpindi	ttp|al qaeda|cia|national counter-terrorism authority|nacta|national counterterrorism center|coas	pakistani
emptywheel	2014-02-24T00:00:00	carrie johnson|holder|dianne feinstein|martin heinrich|saxby chambliss|eric holder|steven bradbury|ron wyden|rogers|virginia seitz|kimberly dozier|caroline krass|krass|bradbury|seitz|wyden|mark udall|johnson|mike rogers|anwar al-awlaki	libya|pentagon	npr|senate torture report|cia general counsel|olc|defense department|justice department|cia|doj	attorney general|awlaki|krass'
emptywheel	2014-02-24T00:00:00	abdur-rahim|clapper|william martini|james clapper|zaimah abdur-rahim|edward snowden	new york|newark|national counterterrorism center|aha	department's|daily beast|nypd|nsa|al muslimaat academy|ama|al hidaayah academy|city	muslim|african american
emptywheel	2014-02-24T00:00:00	karzai|hamid karzai|alif khan	asadabad|kunar|pakistan|kabul|north waziristan	washington post|taliban|the times|defense ministry|new york times|khost province	pakistani|afghan
emptywheel	2014-02-24T00:00:00	cartwright|adam goldman|james cartwright|donald sachtleben|eric holder|john brennan|apuzzo|sachtleben|goldman|matt apuzzo	israel	fbi|national security letters|ap|stuxnet|new york times|doj	undiebomb
emptywheel	2014-02-22T00:00:00	enrique ξ pe��a nieto|jes�_s murillo karam|medina mora|pe��a nieto|james clapper|eduardo medina mora|dana priest	monterrey|mexico city|mexico|toluca|universal|mazatl��n|michoac��n	fbi|dea|nsa|dec.|office of the director of national intelligence|merida|cia|sinaloa|navy|sinaloa cartel|u.s. drug enforcement administration|when speigel|mexican navy|chapo guzm��n	mexicans|mexican|chapo|guzm��n
emptywheel	2014-02-21T00:00:00	charlie savage	charge|ny	deputy director executive assistant director associate ead|justice|pdf|cyber general counsel deputy general counsel|la all special agents|fbi's domestic investigations|national security branch assistant directors|national security law branch assistant directors|national security letters|washington field office|attorney general|foreign intelligence surveillance act ξ|operations guide|nsl|doj	pulitzer prize|nsls
emptywheel	2014-02-21T00:00:00	rizzo|levin|john rizzo|bybee memo|jack goldsmith|janat gul|daniel levin|hassan ghul|goldsmith|mark udall|ghul|gul|john ashcroft|bybee|stephen preston|jay bybee	torture report	cat|taliban|national security|principals committee|cia|circuit court judge|opr|ghul august|office of professional responsibility|doj	qaeda|zarqawi|techniques
emptywheel	2014-02-21T00:00:00	vines|vanee m. vines	indonesia|australia	aba|mayer brown|nsa|american bar association|s office|nsa vanee vines|s office of general counsel	general counsel
emptywheel	2014-02-21T00:00:00	brian ross|ibrahim al-asiri|michael chertoff|diane sawyer|richard reid	europe|yemen|atlantic|united kingdom	asiri|abc|qaeda|the department of homeland security|brian|voiceover|nbc news|off-camera|department of homeland security|aqap|abc news|dhs|diane	european|saudi-british
emptywheel	2014-02-20T00:00:00	adam goldman|martini|matt apuzzo|judge william martini	new york|newark|new jersey	muslim|nyc's muslim|nypd|associated press	program
emptywheel	2014-02-20T00:00:00	morris davis|davis|judge reggie walton|thomas jefferson|peter van buren|judge walton	guantanamo|guantanamo bay|playboy mansion|guantanamo|new york|cuba	obama administration|library of congress|congressional research service|department of justice|washington post|first amendment|air force|aclu|hurricane sandy|wall street journal|the court|doj	clerk
emptywheel	2014-02-20T00:00:00	chelsea manning|antonin scalia|james madison|no person|king|kevin gosztola|mcmahon|manning|sam adams|anwar nasser|aaron|act|judge colleen mcmahon|anwar al-awlaki	king george|england|awlaki|judiciary	olc|executive articles|sunni|white paper|treason|nyt|new york times|executive branch|times|article iii|star chamber|government|treason clause|american civil liberties union|information act|department of defense|u.s. department of justice's office of legal counsel|presidential' administration|article|aclu|foia|administration's|federalist no.|president and department|unmanned aerial vehicle	founders|witnesses|american constitution|executive|framers|testimony|revolutionary war|orwellian|constitution
emptywheel	2014-02-20T00:00:00	ashton|javad zarif|mohammad javad zarif|catherine ashton|zarif|george jahn	fars news|iran|tehran|vienna|russia|mehr news|france|germany|china|britain	eu|reuters|+|p5 +	iranians|israeli|parchin|iranian
emptywheel	2014-02-20T00:00:00	cindy cohn|larry klayman|cohn|reggie walton	verizon	fisa court|electronic frontier foundation|nsa|technical director|verizon business service|at & tcustomers|wsj|agency|hsac|br fisa|eff|nsa's homeland security analysis center|stellar wind	al-haramain
emptywheel	2014-02-19T00:00:00	jacob appelbaum|cunningham|john cunningham|david hardy|alexa obrien|mark bradley|obrien|glenn greenwald|edward snowden|appelbaum	visa	us' targeting|general counsel|nsa|mastercard|exemption|google|manhunting timeline|anticrisis girl|paypal|criminal division|national security division|wikileaks|computer fraud|section|fbi|epic|national security letters|espionage|gmail|pirate bay|doj	qaeda|intercept|internet
emptywheel	2014-02-19T00:00:00	lloyd j austin|karzai|abdul raqiq|abdul latif ibrahimi|bowe bergdahl|raqib|hamid karzai|bergdahl|abdul raqib|zabiullah mujahid|agha jan|dawn ξ|jan|mujahid|fayeq wahidi	isi|takhar|pakistan|dubai|afghanistan|north waziristan|united arab emirates|peshawar	central command|mutasim agha jan's|taliban|tehrek taliban|mullah agha jan mutasim|maulawi abdul raqib takhari|maullah raqiq|tehreek-islami taliban|mullah abduil raqib	haqqani|pakistani|afghan
emptywheel	2014-02-18T00:00:00	david kris|report	verizon|houston|los angeles|atlanta	nsa|international demands|nsa directors|fisa|executive order|dea|national security demands total u.s. criminal & civil litigation demands location demands emergency requests international demands|foreign intelligence surveillance act|at & t|fisc order|southwest border hidta|at & t's' transparency|the court	federal|hemisphere|communications act
emptywheel	2014-02-18T00:00:00	thomas drake|alexa obrien|inspector generals|clapper|james clapper|ron wyden|inspire|glenn greenwald|eli lake	uk|jewel	fbi|nsa|tamerlan tsarnaev|commission|wikileaks|gchq	boston marathon|psp|tsarnaev
emptywheel	2014-02-18T00:00:00	salim idriss|idriss	iran|latakia|syria|cape ray|saudi arabia	fars news|free syrian army|fsa|the islamic front|gulf arab|wall street journal|islmaic front	guardian|western
emptywheel	2014-02-17T00:00:00	bob gates|kollar-kotelly|bradbury|michael mukasey|malcolm howard|ken wainstein|wainstein|richard clarke|steven bradbury|collen kollar-kotelly|baker|metadata	non-united states	nsa|doj's office of intelligence|national security|sigint management directive|patriot|verizon's assistant general counsel|policy review james a baker|u.s. attorney general|patriot act|gchq|procedure|classified annex|senate judiciary committee| special procedures governing communications metadata analysis| department of defense supplemental procedures governing communications metadata analysis|spcma|ip|patriot authorities|secretary of defense|eo|dod|sigint development-communications metadata analysis|internet|associate deputy attorney general|doj|fbi general counsel	internet-protocol|us-collected
emptywheel	2014-02-17T00:00:00	nawaz|nawaz sharif|frontier corpsmen|sharif	ttp|pakistan|north waziristan	inter-services public relations|taliban|ispr|frontier corps|express tribune	pakistani|mohmand
emptywheel	2014-02-16T00:00:00	mayer brown|ben wittes|james risen|laura poitras|m. vines|wittes	australia	nsa ogc|nsa|usg|asd|susloc|dsd|susloc facilitates sensitive dsd reporting|australian signals directorate	general counsel|indonesian|times
emptywheel	2014-02-16T00:00:00	poitras|ben wittes|greenwald|james risen|slate|laura poitras|gellman|wittes|mike rogers|policy review	new republic|uk	legal times|justice department|first look|nyt|the atlantic|new york times|the weekly standard|nyt's|times|ally entangled u.s. law firm|the washington post|first look media|the wilson quarterly	nsa|guardian
emptywheel	2014-02-16T00:00:00	keith alexander|claire eagan|theresa shea|basaaly moalin|verizon|alexander|najibullah zazi	vodaphone|tsarnaev	nsa|identifying moalin|at & t's section|nyt|us v. jones|t-mobile|fisc|section|dea|primary order supplement|fisc section|wsj|at & t's hemisphere|doj	tempora|administration
emptywheel	2014-02-15T00:00:00	craig stapleton|james risen|stapleton|laura poitras|george bush	paris|france	gm|nsa|eu|sigint|agriculture department|st louis-based texas rangers|n.s.a.|wikileaks|monsanto|european union|country	european|europeans|monsanto gm
emptywheel	2014-02-14T00:00:00	s. ct.|department|clapper|mohamud|mohamed osman mohamud	usa	 section|title iii fisa|amnesty int|amnesty v. clapper|scotus|section|title iii|fisa|department's|title vii|omnibus crime control and safe streets act|the department|u.s. supreme court|doj	title|u.s.c.
emptywheel	2014-02-14T00:00:00	sharon coleman|mike scarcella|mohamud|daoud|adel daoud|mohamed osman mohamud	oregon	attorney general|appeals court|foreign intelligence surveillance act|usc|doj|fisa	circuit
emptywheel	2014-02-13T00:00:00	ahmad khan|jonathan banks|robert gates|khan|akbar|karim khan|mir ali|leon panetta|noor khan|shahzad akbar|shehzad akbar|banks	pakistan|uk|islamabad|europe|london|north waziristan|the hague|brussels|rawalpindi	lahore high court|cia|european parliament|isi|cia islamabad|express tribune|al jazeera|international criminal court|peshawar high court|lhc justice|lhc	mirali|pakistani
emptywheel	2014-02-13T00:00:00	jones|claire eagan|hemisphere|theresa shea|geoffrey stone|scott shane|alito|j.	northern california|sotomayor	hemisphere slide deck|nsa|at & t|business records|white house drug czar|at & t-specific|t-mobile|fisc|section|at & t's	cdrs
emptywheel	2014-02-12T00:00:00	abdul shakoor dadras|dadras|abdul shakor dadras	parwan|afghanistan	nds|los angeles times|continue|reuters|cia|national directorate of security|new york times|afghan national detention facility	afghan
emptywheel	2014-02-12T00:00:00	ξ wapo|aden ayro|moalin|basaaly moalin|verizon|mohamed ahmed|joshua dratel|ayro|ahmed|ξ lat	san diego	nsa|al qaeda|t-mobile|t-mobile usa|section|national security agency|executive order|fbi|verizon wireless|at & t|reasonable articulable suspicion|wsj|eo	us-based|somali
emptywheel	2014-02-11T00:00:00	john bates|bates|james clapper	counterintelligence|cybersecurity	fbi|armed forces|s section|nsa|national security letters|presidential review group's|treasury's|treasury|fisc|section	tcos|european|administration
emptywheel	2014-02-11T00:00:00	jeish al-adl|adl	arabic|pakistan|sistan-baluchestan|iran|zabol|mirjaveh	isi|justice|islamic revolution guards corps|mousa nouri|jundallah|javad karimi qoddousi|majlis national security and foreign policy committee|jaish-ul adl|inter-services intelligence|irgc|the sunni	pakistani|afghan|pakistan-based|iranian|iran-pakistan
emptywheel	2014-02-10T00:00:00	panetta|leon panetta	afghanistan|stability|dod	pentagon|taliban|air force|progress toward security|ansf|anp|ana|special inspector general|department of defense's|united nations	afghan
emptywheel	2014-02-09T00:00:00	verizon|judge reggie walton|walton|blaze|matt blaze|vodafone cable	uk|tempora|vodaphone|gchq	general counsel|us'|nsa|telecom act|vodaphone / verizon|fisc|section|verizon business'|stormbrew|global telecoms exploitation|vodafone|suddeutsche|eo|custodian of records|university of pennsylvania|internet|primary order	european|german|telecommunications act|guardian|verizon-specific|fascia
emptywheel	2014-02-09T00:00:00	keith alexander|claire eagan|jones|james clapper|alexander|edward snowden	verizon	nsa|csli|t-mobile|fisc|section|verizon wireless|snowden's|at & t|cell location site identifier|usa patriot act|foreign intelligence surveillance|wsj|house judiciary committee|patriot act	british
emptywheel	2014-02-07T00:00:00	karzai|paul|manchin|lee|joe manchin|jeff merkley|mike lee|hamid karzai|don'|merkley|barack obama|rand paul	pentagon|afghanistan	afp|netflix|r-ky|new york times|r-ut|nato|washington post|d-wv|senators|house of representatives|bilateral security agreement	afghan|defense authorization|administration
emptywheel	2014-02-06T00:00:00	mohammad ibrahim|imran khan|maulana abdul aziz|rustam shah mohmand|mufti kifayatullah|sharif|irfan siddiqui|jamiat ulema-i-islam|rahimullah yousufzai|khan|nawaz sharif|maulana samiul haq|amir khan	pakistan|islamabad|afghanistan|pakhtunkhwa house	pakhtunkhwa ξ house|taliban|afp|ξ khyber ξ pakhtunkhwa|ξ tehrik-e-taliban pakistan|reuters|foreign office|ttp|ξ khyber ξ pakhtunkhwa house|dawn|express news ξ|pti|express tribune|khyber ξ pakhtunkhwa house	khyber ξ pakhtunkhwa|peshawar-based
emptywheel	2014-02-06T00:00:00	hacktivist groups|bart gellman	anonymous	nsa|jtrig|rolling thunder|lulzsec|ddos|presidential policy directive|nbc|syrian cyber army|sigdev|joint threat research intelligence group|boundaries and action against hacktivism|anonymous irc|gchq	powerpoint
emptywheel	2014-02-05T00:00:00	peter swire|keith alexander|ben wittes|dianne feinstein|wittes	iran|iraq	nsa|hizballah|republican guard	qaeda
emptywheel	2014-02-05T00:00:00	hakimullah mehsud|rogers|mike rogers|mehsud|marcy's|sharif	pakistan|post|afghanistan	washington post|taliban|house intelligence committee|cia|al-qaeda|the obama	emptywheel|pakistani|patriot act
emptywheel	2014-02-04T00:00:00	clapper|james clapper|james clapperto|jim langevin|s clapper|langevin	russia	snowden's|intelligence community	russians
emptywheel	2014-02-04T00:00:00	dianne feinstein|allen hamilton	nsa	national security agency'|committee|sigint|national security agency / central security service|nsa'|nsa / chief|css|fake fisa fix	signals intelligence
emptywheel	2014-02-04T00:00:00	karzai|aimal faizi|hakimullah mehsud|hamid karzai	pakistan|afghanistan|doha	washington post|taliban|times|bsa|new york times|bilateral security agreement	afghan|western
emptywheel	2014-02-02T00:00:00	victor matheson|philip porter|travis|final fours|baade|travis waldron|robert baade|peyton|matheson	new orleans|seattle|arizona|denver|new york|phoenix|new jersey	arizona state university wp carey|nfl'|nfl|super bowls|w. p. carey mba sports business|williams college	super bowl|broncos|pro bowl
emptywheel	2014-01-31T00:00:00	delisle|dianne feinstein|matthew olsen|comey|jim comey|james clapper|putin|jeffrey paul delisle|edward snowden	sochi|russia|boston|fsb|national counterterrorism center	fbi director|fbi|sochi olympics|global threats|global threat|director olsen	russians|olympics|canadian
emptywheel	2014-01-31T00:00:00	keith alexander|malcolm howard|general clapper|walton|steven bradbury|reggie walton|> poof|< gone|eagan|part iii|judge leon|claire eagan|bradbury|comey|jim comey|brett max kaufman	charge	fbi director|nsa|doj ig glenn fine|assistant special agent|ξ executive|usc|pclob|fisc|fisa|fbi|executive order|fisa court|title|foreign intelligence surveillance act|attorney general|usa patriot act|judge|federal bureau of investigation|u.s.c.|first amendment review|director|stored communications act|national security agency|first amendment|aclu|eo|ξ director|constitution|doj	act
emptywheel	2014-01-31T00:00:00	jack reed|davis|daniel davis	afghanistan|the pentagon|iraq	pentagon|generals'|armed services committee|special operations forces	beltway
emptywheel	2014-01-31T00:00:00	tipping|eyes	uk|new zealand	fbi|nsa|wifi|eyes' tipping|sigint|csec|tctf| tipping|natives'|cueing|cueing task force|battle of tippecanoe	australian|canadian
emptywheel	2014-01-30T00:00:00	judy clarke|clarke|matt apuzzo|tsarnaev	florence	nsa|kangaroo court|attorney general holder|tsarnaev's|ibragim todashev|anwar al-awlaki's inspire|dzhokhar's|dzhokhar|dzhokhar tsarnaev|doj	watertown|boston marathon
emptywheel	2014-01-30T00:00:00	laura rozen|cheryl rofer	syria|cape ray	reuters	western
